YYYYMMSOON,품목코드 ,품목명,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,8400.0
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,12720.0
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,39580.0
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,33126.6666666666
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,63060.0
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,64900.0
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,43086.6666666666
202003중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74812.5,0.0,0.0,0.0,101666.6666666666
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,9246.666666666659
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,5473.33333333332
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,298673.33333333203
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,228253.333333332
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,266766.666666666
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,256166.666666666
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,196913.3333333332
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,152406.6666666666
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,29986.666666666602
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,35300.0
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,382600.0
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,69320.0
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,56513.333333333205
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,308973.33333333203
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,8420.0
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,12773.33333333332
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,9046.666666666659
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,39466.6666666666
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,32640.0
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,92126.6666666666
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,59673.333333333205
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,39146.6666666666
202003하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,52946.6666666666
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,5213.33333333332
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,9166.666666666659
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,228086.666666666
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,297846.666666666
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,255406.666666666
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,266013.33333333203
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,194020.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,152373.3333333332
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,35720.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,30233.333333333198
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,387060.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,58200.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,71220.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,310100.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,8673.33333333332
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,12980.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,9253.33333333332
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,40340.0
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,32766.666666666602
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,81126.6666666666
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,36086.6666666666
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,56226.6666666666
202004상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74500.0,0.0,0.0,0.0,46766.6666666666
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,9346.666666666659
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,5600.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,264273.33333333203
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,224540.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,252653.333333332
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,296433.33333333203
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,151960.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,197133.3333333332
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,36740.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,31780.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,387546.666666666
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,71120.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,58800.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,310706.666666666
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,12766.66666666666
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,8560.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,9380.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,0.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,0.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,31746.666666666602
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,39960.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,34446.6666666666
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,54900.0
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,46113.333333333205
202004중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,74800.0,0.0,0.0,0.0,75900.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,8733.33333333332
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,5726.66666666666
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,222566.666666666
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,250860.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,263266.666666666
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,295020.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,151613.3333333332
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,198360.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,36540.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,31973.333333333198
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,386406.666666666
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,56220.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,71426.6666666666
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,306900.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,12953.33333333332
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,8486.666666666659
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,9246.666666666659
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,0.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,0.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,33820.0
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,52273.333333333205
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,49253.333333333205
202004하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,75643.0,0.0,0.0,0.0,76413.3333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,8353.33333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,5813.33333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,222166.666666666
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,294053.33333333203
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,262280.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,250313.333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,194433.3333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,150593.3333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,37600.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,32093.333333333198
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,389293.333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,0.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,0.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,306946.666666666
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,13453.33333333332
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,9620.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,8940.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,31420.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,37766.6666666666
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,52320.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,52100.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,35320.0
202005상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,76250.0,0.0,0.0,0.0,82526.6666666666
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,6000.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,8200.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,293346.666666666
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,261513.333333332
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,250286.666666666
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,222166.666666666
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,149320.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,195993.3333333332
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,0.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,31986.666666666602
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,38980.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,0.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,390233.333333332
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,0.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,0.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,0.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,0.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,312346.666666666
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,8706.666666666659
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,13486.66666666666
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,9773.33333333332
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,36113.3333333332
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,30073.333333333198
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,57453.333333333205
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,90740.0
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,55046.6666666666
202005중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,80187.5,0.0,0.0,0.0,36413.3333333332
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,8286.666666666659
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,6286.66666666666
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,222166.666666666
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,250320.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,261266.666666666
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,292940.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,149313.3333333332
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,197120.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,0.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,0.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,0.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,0.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,386660.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,56266.6666666666
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,51080.0
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,310633.33333333203
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,9306.666666666659
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,13233.33333333332
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,8433.33333333332
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,28193.333333333198
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,33173.3333333332
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,99626.6666666666
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,36833.3333333332
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,56066.6666666666
202005하순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81200.0,0.0,0.0,0.0,60060.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,5766.66666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,7580.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,249960.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,291966.666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,260900.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,221826.666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,194773.3333333332
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,148986.6666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,36946.6666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,30353.333333333198
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,0.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,0.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,414246.666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,48086.6666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,56166.6666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,313140.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,8286.666666666659
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,9153.33333333332
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,13266.66666666666
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,27666.666666666602
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,32053.333333333198
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,98260.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,58980.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,57300.0
202006상순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81025.0,0.0,0.0,0.0,36746.6666666666
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,5066.66666666666
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,6586.66666666666
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,221600.0
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,291773.33333333203
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,249653.333333332
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,260753.333333332
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,146540.0
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,192280.0
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,0.0
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,0.0
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,36046.6666666666
202006중순,258.0,깐마늘(국산),1.0,깐마늘(국산),상품,kg,20.0,81671.5,0.0,0.0,0.0,30726.666666666602
