YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON,year,soon,date,품목-품종,품목명_x,month,original_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_11,day_21,순 강수량,순 평균기온,주산지 순 강수량,주산지 순 평균기온,단수,총반입량(kg),년도,품목명_y,생산량(톤),반입량_생산량비,주산지,지역 이름,품목코드 ,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110중순,,건고추(화건),,,562714.0,,587000.0,807057.0,578250.0,2021,중순,2021-10-11,건고추-화건,건고추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,430.78791946308706,0.8074274393886984,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202110하순,,건고추(화건),,,558000.0,,580750.0,819750.0,582727.333333333,2021,하순,2021-10-21,건고추-화건,건고추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,414.86174496644276,0.7935982339955849,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111상순,,건고추(화건),,,558000.0,,578400.0,830629.0,563202.333333333,2021,상순,2021-11-01,건고추-화건,건고추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,419.2120805369126,0.7778842027028442,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111중순,,건고추(화건),,,558000.0,,562714.0,825750.0,552944.333333333,2021,중순,2021-11-11,건고추-화건,건고추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,294.52348993288575,0.7527948406311248,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
202111하순,,건고추(화건),,,565143.0,,558000.0,816467.0,554071.333333333,2021,하순,2021-11-21,건고추-화건,건고추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,293.3395973154361,0.7117659519907237,,,,,,,,,,,241.0,0.0,화건,상품,kg,30.0
