YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON,year,soon,date,품목-품종,품목명_x,month,original_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_11,day_21,주산지,지역 이름,순 강수량,순 평균기온,주산지 순 강수량,주산지 순 평균기온,단수,총반입량(kg),년도,품목명_y,생산량(톤),반입량_생산량비
202003하순,21100,배추,10키로망대,상,8157.0,8288.0,9076.5,2483.11111111111,6548.48148148148,2020,하순,2020-03-21,배추,배추,3,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,,88.99597315436228,0.3679373763929844,27.097986577181175,0.387420864299477,724.6243820478852,12979252.22,2020,배추,2242640,0.005787488058716513
202004상순,21100,배추,10키로망대,상,7590.0,8157.0,8656.625,2466.11111111111,6073.61574074074,2020,상순,2020-04-01,배추,배추,4,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,86.30604026845623,0.3721891126235732,26.83355704697983,0.3905629365840295,724.6243820478852,14501516.92,2020,배추,2242640,0.006466270520458031
202004중순,21100,배추,10키로망대,상,8503.5,7590.0,8288.0,2680.55555555555,5890.25925925926,2020,중순,2020-04-11,배추,배추,4,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,,100.15033557046965,0.3867482728242221,31.732885906040234,0.4051635649573793,724.6243820478852,11656511.42,2020,배추,2242640,0.00519767391110477
202004하순,21100,배추,10키로망대,상,11245.0,8503.5,8157.0,2643.375,6329.29629629629,2020,하순,2020-04-21,배추,배추,4,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,98.97852348993275,0.4021271050066861,31.559731543624125,0.4196834046970286,724.6243820478852,13970555.739999989,2020,배추,2242640,0.006229513314664854
202005상순,21100,배추,10키로망대,상,10653.75,11245.0,7590.0,2894.22222222222,5567.04629629629,2020,상순,2020-05-01,배추,배추,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,,120.19194630872468,0.43198343884760065,37.11946308724829,0.44935506670200537,724.6243820478852,12065358.7,2020,배추,2242640,0.005379980157314593
202005중순,21100,배추,10키로망대,상,9588.77777777777,10653.75,8503.5,3419.875,6276.31944444444,2020,중순,2020-05-11,배추,배추,5,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,,119.69932885906026,0.45564881382362715,35.579865771812045,0.4710660580021482,724.6243820478852,15996621.1,2020,배추,2242640,0.0071329420236863695
202005하순,21100,배추,10키로망대,상,9949.77777777777,9588.77777777777,11245.0,3744.2,5306.55925925925,2020,하순,2020-05-21,배추,배추,5,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,121.29932885906027,0.4805904991670974,35.954362416107344,0.4940420194418311,724.6243820478852,16761190.3,2020,배추,2242640,0.007473865756429922
202006상순,21100,배추,10키로망대,상,7173.11111111111,9949.77777777777,10653.75,4879.5,4695.53703703703,2020,상순,2020-06-01,배추,배추,6,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,,111.66577181208041,0.5079403860249205,31.314093959731508,0.5186325488049626,724.6243820478852,20743269.0,2020,배추,2242640,0.009249486765597689
202006중순,21100,배추,10키로망대,상,7488.33333333333,7173.11111111111,9588.77777777777,5758.33333333333,4909.34259259259,2020,중순,2020-06-11,배추,배추,6,11,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,141.1892617449663,0.5428571428571427,38.76375838926171,0.5489913544668586,724.6243820478852,18382930.56,2020,배추,2242640,0.008197004673063888
202006하순,21100,배추,10키로망대,상,7608.125,7488.33333333333,9949.77777777777,6127.625,5390.17129629629,2020,하순,2020-06-21,배추,배추,6,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,174.6308724832213,0.5814595173379458,49.55838926174493,0.5878133736651541,724.6243820478852,16991558.5,2020,배추,2242640,0.00757658763778404
202007상순,21100,배추,10키로망대,상,7897.44444444444,7608.125,7173.11111111111,5524.44444444444,5678.10648148148,2020,상순,2020-07-01,배추,배추,7,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,176.69798657718104,0.6084649452661485,51.249664429530156,0.6137696457893501,724.6243820478852,19056372.62,2020,배추,2242640,0.00849729453679592
202007중순,21100,배추,10키로망대,상,11235.625,7897.44444444444,7488.33333333333,6093.66666666666,6954.51851851851,2020,중순,2020-07-11,배추,배추,7,11,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,225.1892617449663,0.6361297817608497,63.20671140939593,0.6385514127449611,724.6243820478852,15330164.69999999,2020,배추,2242640,0.0068357670870045975
202007하순,21100,배추,10키로망대,상,12039.8,11235.625,7608.125,5911.77777777777,8309.14814814814,2020,하순,2020-07-21,배추,배추,7,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,345.4053691275166,0.6715157728520756,100.86711409395969,0.6735321312991214,724.6243820478852,18829604.299999997,2020,배추,2242640,0.008396177852887666
202008상순,21100,배추,10키로망대,상,12338.7142857142,12039.8,7897.44444444444,6699.875,9260.875,2020,상순,2020-08-01,배추,배추,8,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,,564.3785234899326,0.7089251386829242,155.58255033557043,0.7146746175784288,724.6243820478852,15756437.7,2020,배추,2242640,0.007025843514786145
202008중순,21100,배추,10키로망대,상,17104.3333333333,12338.7142857142,11235.625,6596.75,11988.824074074,2020,중순,2020-08-11,배추,배추,8,11,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,,585.9302013422816,0.7420705687535825,161.49395973154355,0.7447627460878344,724.6243820478852,18241266.599999998,2020,배추,2242640,0.00813383628223879
202008하순,21100,배추,10키로망대,상,18618.4444444444,17104.3333333333,12039.8,7692.5,13449.5333333333,2020,하순,2020-08-21,배추,배추,8,21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,623.3516778523489,0.7745907423087779,167.37583892617442,0.7771118721461185,724.6243820478852,17485008.09999999,2020,배추,2242640,0.007796618315913383
202009상순,21100,배추,10키로망대,상,19789.6666666666,18618.4444444444,12338.7142857142,11855.25,13041.9166666666,2020,상순,2020-09-01,배추,배추,9,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,,,772.6469798657715,0.7957498659648096,201.931543624161,0.7996098104793756,724.6243820478852,17891569.1,2020,배추,2242640,0.007977905102914422
202009중순,21100,배추,10키로망대,상,25820.875,19789.6666666666,17104.3333333333,13132.2857142857,12442.2433862433,2020,중순,2020-09-11,배추,배추,9,11,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,756.3194630872481,0.8013028507923278,196.779865771812,0.8065603923973023,724.6243820478852,20915108.2,2020,배추,2242640,0.009326110387757285
202009하순,21100,배추,10키로망대,상,24373.4444444444,25820.875,18618.4444444444,18167.625,12756.1564814814,2020,하순,2020-09-21,배추,배추,9,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,737.546308724832,0.8047288011475919,193.39328859060396,0.8101216244073387,724.6243820478852,31420130.16,2020,배추,2242640,0.014010331644847145
202010상순,21100,배추,10키로망대,상,16984.5,24373.4444444444,19789.6666666666,16388.2222222222,10676.3138888888,2020,상순,2020-10-01,배추,배추,10,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,,,736.794630872483,0.8031187617241966,193.30201342281873,0.8088847660276232,724.6243820478852,19128344.29999999,2020,배추,2242640,0.00852938692790639
202010중순,21100,배추,10키로망대,상,8203.625,16984.5,25820.875,13267.875,5846.66666666666,2020,중순,2020-10-11,배추,배추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,732.4201342281877,0.7916453409604094,192.09664429530196,0.7988043702329415,724.6243820478852,26640146.8,2020,배추,2242640,0.011878922519887276
202010하순,21100,배추,10키로망대,상,6000.2,8203.625,24373.4444444444,9547.2,4952.66666666666,2020,하순,2020-10-21,배추,배추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,705.1892617449662,0.7773952954675845,185.5651006711409,0.7855907068709836,724.6243820478852,33848400.15999999,2020,배추,2242640,0.015093104626689967
202011상순,21100,배추,10키로망대,상,5757.25,6000.2,16984.5,8370.125,5347.74074074074,2020,상순,2020-11-01,배추,배추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,662.3006711409394,0.7592318978873601,171.75302013422817,0.768218537414966,724.6243820478852,32714222.3,2020,배추,2242640,0.014587371267791532
202011중순,21100,배추,10키로망대,상,6674.33333333333,5757.25,8203.625,9176.33333333333,6397.31944444444,2020,중순,2020-11-11,배추,배추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,656.3892617449662,0.7437240511211946,168.51812080536908,0.7526015651015651,724.6243820478852,56546268.21999989,2020,배추,2242640,0.025214153060678434
202011하순,21100,배추,10키로망대,상,5541.625,6674.33333333333,6000.2,9162.55555555555,6510.35648148148,2020,하순,2020-11-21,배추,배추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,602.6738255033555,0.7213762766088347,155.1234899328859,0.7313135130595448,724.6243820478852,63469643.3,2020,배추,2242640,0.028301307075589484
202012상순,21100,배추,10키로망대,상,4002.22222222222,5541.625,5757.25,8697.375,5969.17129629629,2020,상순,2020-12-01,배추,배추,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,481.6120805369127,0.692037037037037,117.33557046979861,0.7018047401609044,724.6243820478852,37119737.699999996,2020,배추,2242640,0.016551803989940425
202012중순,21100,배추,10키로망대,상,3782.125,4002.22222222222,6674.33333333333,8600.0,5902.0,2020,중순,2020-12-11,배추,배추,12,11,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,256.97583892617433,0.6293172960623573,60.72214765100668,0.6356746420409496,724.6243820478852,16526760.2,2020,배추,2242640,0.007369332661506082
202012하순,21100,배추,10키로망대,상,3372.8,3782.125,5541.625,8820.33333333333,6056.12222222222,2020,하순,2020-12-21,배추,배추,12,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,238.66845637583882,0.5681069680359117,55.69664429530198,0.5751964863615349,724.6243820478852,17600708.4,2020,배추,2242640,0.007848209431741162
202101상순,21100,배추,10키로망대,상,3315.16666666666,3372.8,4002.22222222222,9272.71428571428,6416.92857142857,2021,상순,2021-01-01,배추,배추,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,184.59328859060392,0.46390383210466885,43.85906040268454,0.4732917330500973,670.6022935017451,7331269.199999999,2021,배추,2017507,0.0036338259049410976
202101중순,21100,배추,10키로망대,상,4904.55555555555,3315.16666666666,3782.125,8701.625,6306.5787037037,2021,중순,2021-01-11,배추,배추,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,36.846979865771694,0.39450395901257557,9.711409395973126,0.4073246593945765,670.6022935017451,11717822.7,2021,배추,2017507,0.005808070405703672
202101하순,21100,배추,10키로망대,상,5641.33333333333,4904.55555555555,3372.8,8522.0,7278.9074074074,2021,하순,2021-01-21,배추,배추,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,38.264429530201205,0.3689954051796156,11.202684563758357,0.38414733414733404,670.6022935017451,13855576.5,2021,배추,2017507,0.00686767208242648
202102상순,21100,배추,10키로망대,상,6297.33333333333,5641.33333333333,3315.16666666666,8880.875,8057.5324074074,2021,상순,2021-02-01,배추,배추,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,41.00939597315421,0.34613133739912516,12.118120805369088,0.3624383198940907,670.6022935017451,16429545.120000001,2021,배추,2017507,0.008143488533125288
202102중순,21100,배추,10키로망대,상,8420.57142857143,6297.33333333333,4904.55555555555,9089.11111111111,8174.87037037037,2021,중순,2021-02-11,배추,배추,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,,43.026845637583726,0.32902503561978413,13.351677852348953,0.34689857030282556,670.6022935017451,6960934.0,2021,배추,2017507,0.0034502651044085596
202102하순,21100,배추,10키로망대,상,8894.33333333333,8420.57142857143,5641.33333333333,9076.5,8573.7619047619,2021,하순,2021-02-21,배추,배추,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,45.194630872483046,0.3228359494006225,14.044295302013378,0.3424321673749591,670.6022935017451,11011708.04,2021,배추,2017507,0.005458076745210797
202103상순,21100,배추,10키로망대,상,9310.88888888888,8894.33333333333,6297.33333333333,8656.625,8488.61574074074,2021,상순,2021-03-01,배추,배추,3,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,,65.01476510067096,0.3163278713140754,18.59060402684559,0.3360868156786523,670.6022935017451,14030952.6,2021,배추,2017507,0.006954599215764802
202103중순,21100,배추,10키로망대,상,9345.33333333333,9310.88888888888,8420.57142857143,8288.0,8058.33333333333,2021,중순,2021-03-11,배추,배추,3,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,,70.76375838926157,0.31567836455277204,20.11140939597311,0.3355666018298392,670.6022935017451,11313455.2,2021,배추,2017507,0.005607641113512865
202103하순,21100,배추,10키로망대,상,9392.55555555555,9345.33333333333,8894.33333333333,8157.0,7643.66666666666,2021,하순,2021-03-21,배추,배추,3,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,,69.83221476510049,0.31350385271953896,19.395973154362373,0.33061693283745347,670.6022935017451,13825171.89999999,2021,배추,2017507,0.006852601701010202
202104상순,21100,배추,10키로망대,상,9566.33333333333,9392.55555555555,9310.88888888888,7590.0,7111.54166666666,2021,상순,2021-04-01,배추,배추,4,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,83.64161073825484,0.3222495083787318,23.116778523489884,0.3386909302241109,670.6022935017451,12907365.4,2021,배추,2017507,0.0063976806028430136
202104중순,21100,배추,10키로망대,상,9217.75,9566.33333333333,9345.33333333333,8503.5,7079.75925925926,2021,중순,2021-04-11,배추,배추,4,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,,93.98523489932865,0.3361039297992012,25.88456375838921,0.3510516320900067,670.6022935017451,13282435.78,2021,배추,2017507,0.006583588448515916
202104하순,21100,배추,10키로망대,상,8996.77777777777,9217.75,9392.55555555555,11245.0,8231.66666666666,2021,하순,2021-04-21,배추,배추,4,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,97.5973154362414,0.3616800112375333,26.520805369127466,0.3743717684492171,670.6022935017451,13262995.799999999,2021,배추,2017507,0.006573952804129056
202105상순,21100,배추,10키로망대,상,6507.125,8996.77777777777,9566.33333333333,10653.75,6861.21296296296,2021,상순,2021-05-01,배추,배추,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,,108.66040268456355,0.38397377336226246,30.07919463087243,0.3995031371268994,670.6022935017451,12664215.88,2021,배추,2017507,0.006277160812824937
202105중순,21100,배추,10키로망대,상,4590.88888888888,6507.125,9217.75,9588.77777777777,5888.46759259259,2021,중순,2021-05-11,배추,배추,5,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,,130.23221476510048,0.4337778326542371,35.82147651006706,0.44760325357340275,670.6022935017451,15748515.620000001,2021,배추,2017507,0.007805928613878416
202105하순,21100,배추,10키로망대,상,5712.77777777777,4590.88888888888,8996.77777777777,9949.77777777777,5306.55925925925,2021,하순,2021-05-21,배추,배추,5,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,138.96375838926156,0.471813725490196,37.87651006711404,0.48428109107720757,670.6022935017451,15634688.7,2021,배추,2017507,0.007749509022769189
202106상순,21100,배추,10키로망대,상,6225.66666666666,5712.77777777777,6507.125,7173.11111111111,4695.53703703703,2021,상순,2021-06-01,배추,배추,6,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,,137.89530201342262,0.507266391627625,36.72617449664425,0.5178004535147391,670.6022935017451,15857733.339999989,2021,배추,2017507,0.007860063603248955
202106중순,21100,배추,10키로망대,상,5418.375,6225.66666666666,4590.88888888888,7488.33333333333,4909.34259259259,2021,중순,2021-06-11,배추,배추,6,11,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,150.46711409395954,0.5428287206451841,42.22550335570466,0.5498044628479409,670.6022935017451,12670350.7,2021,배추,2017507,0.006280201605248457
202106하순,21100,배추,10키로망대,상,5138.0,5418.375,5712.77777777777,7608.125,5390.17129629629,2021,하순,2021-06-21,배추,배추,6,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,154.5771812080535,0.5883736302850023,42.49664429530198,0.5939889072103132,670.6022935017451,19758378.9,2021,배추,2017507,0.00979346237708221
202107상순,21100,배추,10키로망대,상,4671.66666666666,5138.0,6225.66666666666,7897.44444444444,5678.10648148148,2021,상순,2021-07-01,배추,배추,7,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,277.7275167785233,0.6350754030161205,87.55704697986573,0.6432197244379985,670.6022935017451,22051609.3,2021,배추,2017507,0.010930127776508335
202107중순,21100,배추,10키로망대,상,4782.25,4671.66666666666,5418.375,11235.625,7700.96296296296,2021,중순,2021-07-11,배추,배추,7,11,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,268.3731543624159,0.679864903707962,85.13288590604023,0.688573285064513,670.6022935017451,15159908.08,2021,배추,2017507,0.0075141786769513065
202107하순,21100,배추,10키로망대,상,6819.3,4782.25,5138.0,12039.8,10351.8222222222,2021,하순,2021-07-21,배추,배추,7,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,265.60671140939576,0.711092617513044,84.45906040268451,0.719705215419501,670.6022935017451,16641088.05999999,2021,배추,2017507,0.008248342166842539
202108상순,21100,배추,10키로망대,상,10284.2857142857,6819.3,4671.66666666666,12338.7142857142,10942.7083333333,2021,상순,2021-08-01,배추,배추,8,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,,304.67248322147634,0.7468157136153382,94.15167785234895,0.7553227513227513,670.6022935017451,13882597.36,2021,배추,2017507,0.006881065275114287
202108중순,21100,배추,10키로망대,상,8024.77777777777,10284.2857142857,4782.25,17104.3333333333,15009.0694444444,2021,중순,2021-08-11,배추,배추,8,11,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,,312.49261744966424,0.7671566236328358,96.37986577181204,0.7743137012799933,670.6022935017451,19024598.2,2021,배추,2017507,0.009429755733189524
202108하순,21100,배추,10키로망대,상,9006.77777777777,8024.77777777777,6819.3,18618.4444444444,17091.5148148148,2021,하순,2021-08-21,배추,배추,8,21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,409.6416107382548,0.7891359821164957,128.32214765100667,0.7940097311956609,670.6022935017451,22202722.89999999,2021,배추,2017507,0.01100502892926765
202109상순,21100,배추,10키로망대,상,11554.3333333333,9006.77777777777,10284.2857142857,19789.6666666666,15997.7222222222,2021,상순,2021-09-01,배추,배추,9,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,,,433.8765100671139,0.7991500369549148,134.00268456375835,0.803576434779126,670.6022935017451,27197859.62,2021,배추,2017507,0.013480924537064804
202109중순,21100,배추,10키로망대,상,13765.2857142857,11554.3333333333,8024.77777777777,25820.875,15039.6804232804,2021,중순,2021-09-11,배추,배추,9,11,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,432.7073825503354,0.8123929427886262,132.47651006711405,0.8192216834514484,670.6022935017451,28678347.22,2021,배추,2017507,0.014214744841034008
202109하순,21100,배추,10키로망대,상,9141.5,13765.2857142857,9006.77777777777,24373.4444444444,16509.6898148148,2021,하순,2021-09-21,배추,배추,9,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,431.4550335570468,0.8157936685051168,133.45637583892614,0.8224867724867724,670.6022935017451,18267074.2,2021,배추,2017507,0.009054280456028158
202110상순,21100,배추,10키로망대,상,6351.25,9141.5,11554.3333333333,16984.5,14047.499074074,2021,상순,2021-10-01,배추,배추,10,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,,,427.67785234899304,0.8209070396151309,131.92214765100664,0.8278561209891682,670.6022935017451,20587953.02,2021,배추,2017507,0.010204650105303229
202110중순,21100,배추,10키로망대,상,4705.66666666666,6351.25,13765.2857142857,8203.625,7183.39351851851,2021,중순,2021-10-11,배추,배추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,430.78791946308706,0.8074274393886984,131.81476510067108,0.8164505836261561,670.6022935017451,24665598.6,2021,배추,2017507,0.012225780926658495
202110하순,21100,배추,10키로망대,상,6465.66666666666,4705.66666666666,9141.5,6000.2,5808.54814814814,2021,하순,2021-10-21,배추,배추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,414.86174496644276,0.7935982339955849,125.40402684563753,0.8044867904680988,670.6022935017451,26726328.2,2021,배추,2017507,0.013247204693713578
202111상순,21100,배추,10키로망대,상,9495.0,6465.66666666666,6351.25,5757.25,5840.30555555555,2021,상순,2021-11-01,배추,배추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,419.2120805369126,0.7778842027028442,126.2617449664429,0.7908552074513124,670.6022935017451,37281019.9,2021,배추,2017507,0.018478756157971198
202111중순,21100,배추,10키로망대,상,10626.8888888888,9495.0,4705.66666666666,6674.33333333333,6978.47222222222,2021,중순,2021-11-11,배추,배추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,294.52348993288575,0.7527948406311248,80.66442953020129,0.7682167546910559,670.6022935017451,52784301.72,2021,배추,2017507,0.026163131885044263
202111하순,21100,배추,10키로망대,상,9273.25,10626.8888888888,6465.66666666666,5541.625,6501.68981481481,2021,하순,2021-11-21,배추,배추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,293.3395973154361,0.7117659519907237,80.96375838926168,0.7264316407962818,670.6022935017451,43545566.49999999,2021,배추,2017507,0.021583849027537447
202112상순,21100,배추,10키로망대,상,8281.77777777777,9273.25,9495.0,4002.22222222222,5969.17129629629,2021,상순,2021-12-01,배추,배추,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,290.104697986577,0.6714575394968468,79.99865771812074,0.6873030666134113,670.6022935017451,32943922.7,2021,배추,2017507,0.016329025227669595
202112중순,21100,배추,10키로망대,상,7667.375,8281.77777777777,10626.8888888888,3782.125,5978.44907407407,2021,중순,2021-12-11,배추,배추,12,11,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,241.75302013422805,0.6079838618024775,68.1154362416107,0.6165175747718441,670.6022935017451,16499530.799999999,2021,배추,2017507,0.008178177721316456
202112하순,21100,배추,10키로망대,상,7763.2,7667.375,9273.25,3372.8,5828.82222222222,2021,하순,2021-12-21,배추,배추,12,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,222.83624161073809,0.5440957886044591,62.41744966442948,0.5562310030395137,670.6022935017451,13537709.08,2021,배추,2017507,0.00671011752623411
202201상순,21100,배추,10키로망대,상,7795.57142857142,7763.2,8281.77777777777,3315.16666666666,5982.81746031745,2022,상순,2022-01-01,배추,배추,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,115.53825503355688,0.4941362046498867,27.734228187919427,0.5088679506720243,720.1329534662868,10752961.02,2022,배추,2199070,0.004889776596470326
202201중순,21100,배추,10키로망대,상,7691.55555555555,7795.57142857142,7667.375,4904.55555555555,6308.50462962962,2022,중순,2022-01-11,배추,배추,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,87.75302013422805,0.4432921350776849,21.31812080536909,0.4609947875253997,720.1329534662868,12657854.52,2022,배추,2199070,0.005756003456006403
202201하순,21100,배추,10키로망대,상,7684.75,7691.55555555555,7763.2,5641.33333333333,6889.42592592592,2022,하순,2022-01-21,배추,배추,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,74.3382550335569,0.4122852993524857,18.330201342281846,0.43231229645277697,720.1329534662868,14187404.9,2022,배추,2199070,0.0064515476542356546
202202상순,21100,배추,10키로망대,상,8355.0,7684.75,7795.57142857142,6297.33333333333,8040.14351851851,2022,상순,2022-02-01,배추,배추,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,52.315436241610605,0.3762888269243239,11.220134228187888,0.39235008818342143,720.1329534662868,9201528.1,2022,배추,2199070,0.004184281582669037
202202중순,21100,배추,10키로망대,상,8383.75,8355.0,7691.55555555555,8420.57142857143,8252.28306878307,2022,중순,2022-02-11,배추,배추,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,,46.158389261744844,0.34494888944977276,10.354362416107353,0.36111468933831414,720.1329534662868,9851584.32,2022,배추,2199070,0.004479886642989992
202202하순,21100,배추,10키로망대,상,8567.14285714285,8383.75,7684.75,8894.33333333333,8550.53968253968,2022,하순,2022-02-21,배추,배추,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,,33.85771812080525,0.32354595743350933,8.119463087248294,0.34015409877478836,720.1329534662868,10761120.44,2022,배추,2199070,0.004893486992228533
202203상순,21100,배추,10키로망대,상,8614.77777777777,8567.14285714285,8355.0,9310.88888888888,8488.61574074073,2022,상순,2022-03-01,배추,배추,3,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,,33.92751677852337,0.3172267424861114,8.063087248322116,0.3326953944931472,720.1329534662868,14014347.3,2022,배추,2199070,0.006372851841914991
202203중순,21100,배추,10키로망대,상,9176.25,8614.77777777777,8383.75,9345.33333333333,8058.33333333333,2022,중순,2022-03-11,배추,배추,3,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,,43.51006711409383,0.31663593830538034,11.06442953020131,0.3334135676174429,720.1329534662868,10674946.94,2022,배추,2199070,0.004854300654367528
202203하순,21100,배추,10키로망대,상,9703.9,9176.25,8567.14285714285,9392.55555555555,7643.66666666666,2022,하순,2022-03-21,배추,배추,3,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,,63.94496644295288,0.3196959077989331,19.020134228187885,0.3391697588126159,720.1329534662868,14940308.1,2022,배추,2199070,0.006793921112106481
202204상순,21100,배추,10키로망대,상,10315.125,9703.9,8614.77777777777,9566.33333333333,7111.54166666666,2022,상순,2022-04-01,배추,배추,4,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,,,52.126174496644175,0.3261654031837801,15.626845637583864,0.3433097205824478,720.1329534662868,12077875.3,2022,배추,2199070,0.005492265048406827
202204중순,21100,배추,10키로망대,상,10429.4444444444,10315.125,9176.25,9217.75,7079.75925925926,2022,중순,2022-04-11,배추,배추,4,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,,56.00939597315424,0.3397144039735098,16.624161073825473,0.35546890385600055,720.1329534662868,14642948.7,2022,배추,2199070,0.00665870058706635
202204하순,21100,배추,10키로망대,상,10479.7777777777,10429.4444444444,9703.9,8996.77777777777,7482.25925925926,2022,하순,2022-04-21,배추,배추,4,21,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,83.26308724832201,0.36527922303156424,28.93422818791943,0.3841111900813393,720.1329534662868,14456429.72,2022,배추,2199070,0.0065738833779734164
202205상순,21100,배추,10키로망대,상,9817.875,10479.7777777777,10315.125,6507.125,5479.00462962963,2022,상순,2022-05-01,배추,배추,5,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,,80.6456375838925,0.393721851259705,28.75570469798654,0.4102005231037488,720.1329534662868,14603395.2,2022,배추,2199070,0.006640714120059843
