시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원)
202106상순,감자,감자 수입,23키로상자,상,0.0,0.0
202106중순,감자,감자 수입,23키로상자,상,0.0,0.0
202106하순,감자,감자 수입,23키로상자,상,0.0,0.0
202107상순,감자,감자 수입,23키로상자,상,0.0,0.0
202107중순,감자,감자 수입,23키로상자,상,0.0,0.0
202107하순,감자,감자 수입,23키로상자,상,0.0,0.0
202108상순,감자,감자 수입,23키로상자,상,0.0,0.0
202108중순,감자,감자 수입,23키로상자,상,0.0,0.0
202108하순,감자,감자 수입,23키로상자,상,0.0,0.0
202109상순,감자,감자 수입,23키로상자,상,0.0,0.0
202109중순,감자,감자 수입,23키로상자,상,0.0,0.0
202109하순,감자,감자 수입,23키로상자,상,0.0,0.0
202110상순,감자,감자 수입,23키로상자,상,0.0,0.0
202110중순,감자,감자 수입,23키로상자,상,0.0,0.0
202110하순,감자,감자 수입,23키로상자,상,0.0,0.0
202111상순,감자,감자 수입,23키로상자,상,0.0,0.0
202111중순,감자,감자 수입,23키로상자,상,0.0,0.0
202111하순,감자,감자 수입,23키로상자,상,0.0,0.0
202112상순,감자,감자 수입,23키로상자,상,0.0,0.0
202112중순,감자,감자 수입,23키로상자,상,0.0,0.0
202112하순,감자,감자 수입,23키로상자,상,0.0,0.0
201801상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201801중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201801하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201802상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201802중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201802하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201803상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201803중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201803하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201804상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201804중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201804하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201805상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201805중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201805하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201806상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201806중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201806하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201807상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201807중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201807하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201808상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201808중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201808하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201809상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201809중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201809하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201810상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201810중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201810하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201811상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201811중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201811하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201812상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201812중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201812하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201901상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201901중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201901하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201902상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201902중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201902하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201903상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201903중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201903하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201904상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201904중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201904하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201905상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201905중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201905하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201906상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201906중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201906하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201907상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201907중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201907하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201908상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201908중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201908하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201909상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201909중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201909하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201910상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201910중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201910하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201911상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201911중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201911하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201912상순,감자,감자 조풍,20키로상자,상,0.0,0.0
201912중순,감자,감자 조풍,20키로상자,상,0.0,0.0
201912하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202001상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202001중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202001하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202002상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202002중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202002하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202003상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202003중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202003하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202004상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202004중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202004하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202005상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202005중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202005하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202006상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202006중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202006하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202007상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202007중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202007하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202008상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202008중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202008하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202009상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202009중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202009하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202010상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202010중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202010하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202011상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202011중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202011하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202012상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202012중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202012하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202101상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202101중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202101하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202102상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202102중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202102하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202103상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202103중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202103하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202104상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202104중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202104하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202105상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202105중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202105하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202106상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202106중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202106하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202107상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202107중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202107하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202108상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202108중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202108하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202109상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202109중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202109하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202110상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202110중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202110하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202111상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202111중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202111하순,감자,감자 조풍,20키로상자,상,0.0,0.0
202112상순,감자,감자 조풍,20키로상자,상,0.0,0.0
202112중순,감자,감자 조풍,20키로상자,상,0.0,0.0
202112하순,감자,감자 조풍,20키로상자,상,0.0,0.0
201801상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201801중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201801하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201802상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201802중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201802하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201803상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201803중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201803하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201804상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201804중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201804하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201805상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201805중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201805하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201806상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201806중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201806하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201807상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201807중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201807하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201808상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201808중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201808하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201809상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201809중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201809하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201810상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201810중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201810하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201811상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201811중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201811하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201812상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201812중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201812하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201901상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201901중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201901하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201902상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201902중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201902하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201903상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201903중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201903하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201904상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201904중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201904하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201905상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201905중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201905하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201906상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201906중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201906하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201907상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201907중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201907하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201908상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201908중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201908하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201909상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201909중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201909하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201910상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201910중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201910하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201911상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201911중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201911하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201912상순,감자,감자 조풍,20키로상자,중,0.0,0.0
201912중순,감자,감자 조풍,20키로상자,중,0.0,0.0
201912하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202001상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202001중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202001하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202002상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202002중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202002하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202003상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202003중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202003하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202004상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202004중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202004하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202005상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202005중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202005하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202006상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202006중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202006하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202007상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202007중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202007하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202008상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202008중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202008하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202009상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202009중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202009하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202010상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202010중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202010하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202011상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202011중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202011하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202012상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202012중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202012하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202101상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202101중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202101하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202102상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202102중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202102하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202103상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202103중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202103하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202104상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202104중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202104하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202105상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202105중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202105하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202106상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202106중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202106하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202107상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202107중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202107하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202108상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202108중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202108하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202109상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202109중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202109하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202110상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202110중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202110하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202111상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202111중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202111하순,감자,감자 조풍,20키로상자,중,0.0,0.0
202112상순,감자,감자 조풍,20키로상자,중,0.0,0.0
202112중순,감자,감자 조풍,20키로상자,중,0.0,0.0
202112하순,감자,감자 조풍,20키로상자,중,0.0,0.0
201801상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201801중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201801하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201802상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201802중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201802하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201803상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201803중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201803하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201804상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201804중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201804하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201805상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201805중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201805하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201806상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201806중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201806하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201807상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201807중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201807하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201808상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201808중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201808하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201809상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201809중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201809하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201810상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201810중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201810하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201811상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201811중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201811하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201812상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201812중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201812하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201901상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201901중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201901하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201902상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201902중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201902하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201903상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201903중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201903하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201904상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201904중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201904하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201905상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201905중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201905하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201906상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201906중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201906하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201907상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201907중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201907하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201908상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201908중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201908하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201909상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201909중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201909하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201910상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201910중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201910하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201911상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201911중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201911하순,감자,감자 조풍,20키로상자,특,0.0,0.0
201912상순,감자,감자 조풍,20키로상자,특,0.0,0.0
201912중순,감자,감자 조풍,20키로상자,특,0.0,0.0
201912하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202001상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202001중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202001하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202002상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202002중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202002하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202003상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202003중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202003하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202004상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202004중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202004하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202005상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202005중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202005하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202006상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202006중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202006하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202007상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202007중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202007하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202008상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202008중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202008하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202009상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202009중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202009하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202010상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202010중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202010하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202011상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202011중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202011하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202012상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202012중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202012하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202101상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202101중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202101하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202102상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202102중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202102하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202103상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202103중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202103하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202104상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202104중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202104하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202105상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202105중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202105하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202106상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202106중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202106하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202107상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202107중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202107하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202108상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202108중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202108하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202109상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202109중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202109하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202110상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202110중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202110하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202111상순,감자,감자 조풍,20키로상자,특,0.0,0.0
202111중순,감자,감자 조풍,20키로상자,특,0.0,0.0
202111하순,감자,감자 조풍,20키로상자,특,0.0,0.0
202112상순,감자,감자 조풍,20키로상자,특,0.0,0.0
