,year,month,순,시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),n_holiday,계절,평년 평균가격(원)_whole,거래단위_num,평년 평균가격(원)_local,fill_source,순_num,plot_date
1398,2019,02,상순,201902상순,대파,대파(일반),1키로단,상,2000.625,1156.4,5.0,겨울,10872.684127565737,1.0,0.0,original,1,2019-02-01
643,2019,02,상순,201902상순,깐마늘(국산),깐마늘(국산),20 kg,상품,117600.0,117600.0,5.0,겨울,,20.0,0.0,average,1,2019-02-01
1247,2019,02,상순,201902상순,양파,양파,1키로,상,1052.62962962962,610.4,5.0,겨울,0.0,1.0,,original,1,2019-02-01
945,2019,02,상순,201902상순,상추,청,100 g,상품,871.0,767.0,5.0,겨울,7954.7741047484515,0.1,0.0,original,1,2019-02-01
1248,2019,02,중순,201902중순,양파,양파,1키로,상,1033.76388888888,645.333333333333,1.0,겨울,0.0,1.0,0.0,original,2,2019-02-02
1097,2019,02,중순,201902중순,배추,배추,10키로망대,상,6433.78571428571,2775.11111111111,1.0,겨울,0.0,10.0,0.0,original,2,2019-02-02
946,2019,02,중순,201902중순,상추,청,100 g,상품,857.666666666666,736.0,1.0,겨울,6562.672668479987,0.1,0.0,original,2,2019-02-02
493,2019,02,중순,201902중순,배,신고,10 개,상품,30434.6666666666,38450.0,1.0,겨울,13646.81893252622,5.0,0.0,original,2,2019-02-02
795,2019,02,중순,201902중순,무,무,20키로상자,상,8620.33333333333,8620.33333333333,1.0,겨울,0.0,20.0,0.0,average,2,2019-02-02
644,2019,02,중순,201902중순,깐마늘(국산),깐마늘(국산),20 kg,상품,117600.0,117600.0,1.0,겨울,,20.0,0.0,average,2,2019-02-02
1399,2019,02,중순,201902중순,대파,대파(일반),1키로단,상,1746.77182539682,1170.33333333333,1.0,겨울,10585.262302629786,1.0,0.0,original,2,2019-02-02
40,2019,02,중순,201902중순,건고추,화건,30 kg,상품,376666.666666666,581725.0,1.0,겨울,,30.0,,original,2,2019-02-02
191,2019,02,중순,201902중순,사과,후지,10 개,상품,22334.6666666666,24721.0,1.0,겨울,17850.967906622725,3.0,0.0,original,2,2019-02-02
342,2019,02,중순,201902중순,감자,감자 수미,20키로상자,상,30440.2156084656,42351.4444444444,1.0,겨울,9830.484225148448,20.0,0.0,original,2,2019-02-02
192,2019,02,하순,201902하순,사과,후지,10 개,상품,21610.0,24274.0,1.0,겨울,18269.534572195866,3.0,0.0,original,3,2019-02-03
947,2019,02,하순,201902하순,상추,청,100 g,상품,752.0,709.0,1.0,겨울,5916.110164637434,0.1,0.0,original,3,2019-02-03
796,2019,02,하순,201902하순,무,무,20키로상자,상,8432.57142857143,8432.57142857143,1.0,겨울,0.0,20.0,0.0,average,3,2019-02-03
494,2019,02,하순,201902하순,배,신고,10 개,상품,31059.3333333333,38635.0,1.0,겨울,15781.982542251291,5.0,0.0,original,3,2019-02-03
1400,2019,02,하순,201902하순,대파,대파(일반),1키로단,상,1785.41269841269,953.142857142857,1.0,겨울,12070.449982536293,1.0,0.0,original,3,2019-02-03
343,2019,02,하순,201902하순,감자,감자 수미,20키로상자,상,32121.6904761904,41386.4285714285,1.0,겨울,31466.986838121273,20.0,0.0,original,3,2019-02-03
645,2019,02,하순,201902하순,깐마늘(국산),깐마늘(국산),20 kg,상품,117600.0,117600.0,1.0,겨울,,20.0,0.0,average,3,2019-02-03
1249,2019,02,하순,201902하순,양파,양파,1키로,상,1031.65873015873,593.428571428571,1.0,겨울,0.0,1.0,0.0,original,3,2019-02-03
1098,2019,02,하순,201902하순,배추,배추,10키로망대,상,6945.98412698412,2484.14285714285,1.0,겨울,0.0,10.0,0.0,original,3,2019-02-03
41,2019,02,하순,201902하순,건고추,화건,30 kg,상품,376666.666666666,588600.0,1.0,겨울,,30.0,,original,3,2019-02-03
1099,2019,03,상순,201903상순,배추,배추,10키로망대,상,7111.61574074074,2480.375,3.0,봄,0.0,10.0,0.0,original,1,2019-03-01
797,2019,03,상순,201903상순,무,무,20키로상자,상,7993.875,7993.875,3.0,봄,0.0,20.0,0.0,average,1,2019-03-01
193,2019,03,상순,201903상순,사과,후지,10 개,상품,21707.3333333333,24027.0,3.0,봄,19504.46209415209,3.0,0.0,original,1,2019-03-01
42,2019,03,상순,201903상순,건고추,화건,30 kg,상품,376666.666666666,588600.0,3.0,봄,,30.0,,original,1,2019-03-01
948,2019,03,상순,201903상순,상추,청,100 g,상품,638.666666666666,710.0,3.0,봄,6697.095028478762,0.1,0.0,original,1,2019-03-01
1401,2019,03,상순,201903상순,대파,대파(일반),1키로단,상,1711.01851851851,914.375,3.0,봄,7676.729835101697,1.0,0.0,original,1,2019-03-01
344,2019,03,상순,201903상순,감자,감자 수미,20키로상자,상,34324.9814814814,49899.75,3.0,봄,10693.143598032751,20.0,0.0,original,1,2019-03-01
1250,2019,03,상순,201903상순,양파,양파,1키로,상,995.898148148148,668.375,3.0,봄,0.0,1.0,0.0,original,1,2019-03-01
646,2019,03,상순,201903상순,깐마늘(국산),깐마늘(국산),20 kg,상품,117600.0,117600.0,3.0,봄,,20.0,0.0,average,1,2019-03-01
495,2019,03,상순,201903상순,배,신고,10 개,상품,31550.3333333333,38477.0,3.0,봄,20221.092156408024,5.0,0.0,original,1,2019-03-01
1402,2019,03,중순,201903중순,대파,대파(일반),1키로단,상,1605.66666666666,851.222222222222,1.0,봄,6246.462078612355,1.0,0.0,original,2,2019-03-02
345,2019,03,중순,201903중순,감자,감자 수미,20키로상자,상,36563.9907407407,57439.0,1.0,봄,15033.752382757157,20.0,0.0,original,2,2019-03-02
647,2019,03,중순,201903중순,깐마늘(국산),깐마늘(국산),20 kg,상품,120850.0,120850.0,1.0,봄,,20.0,0.0,average,2,2019-03-02
496,2019,03,중순,201903중순,배,신고,10 개,상품,31180.6666666666,38730.0,1.0,봄,19206.321314328114,5.0,0.0,original,2,2019-03-02
798,2019,03,중순,201903중순,무,무,20키로상자,상,7646.0,7646.0,1.0,봄,0.0,20.0,0.0,average,2,2019-03-02
1100,2019,03,중순,201903중순,배추,배추,10키로망대,상,6897.11111111111,2494.77777777777,1.0,봄,0.0,10.0,0.0,original,2,2019-03-02
1251,2019,03,중순,201903중순,양파,양파,1키로,상,892.310185185185,667.333333333333,1.0,봄,0.0,1.0,0.0,original,2,2019-03-02
194,2019,03,중순,201903중순,사과,후지,10 개,상품,21438.3333333333,24501.0,1.0,봄,19008.949110114405,3.0,0.0,original,2,2019-03-02
949,2019,03,중순,201903중순,상추,청,100 g,상품,614.333333333333,716.0,1.0,봄,5635.924116258844,0.1,0.0,original,2,2019-03-02
43,2019,03,중순,201903중순,건고추,화건,30 kg,상품,375208.333333333,588600.0,1.0,봄,,30.0,,original,2,2019-03-02
497,2019,03,하순,201903하순,배,신고,10 개,상품,31139.0,38835.0,2.0,봄,19723.83990451618,5.0,0.0,original,3,2019-03-03
195,2019,03,하순,201903하순,사과,후지,10 개,상품,21247.0,24797.0,2.0,봄,19298.853181332317,3.0,0.0,original,3,2019-03-03
799,2019,03,하순,201903하순,무,무,20키로상자,상,6669.55555555555,6669.55555555555,2.0,봄,0.0,20.0,0.0,average,3,2019-03-03
950,2019,03,하순,201903하순,상추,청,100 g,상품,595.333333333333,715.0,2.0,봄,5437.933266062366,0.1,0.0,original,3,2019-03-03
44,2019,03,하순,201903하순,건고추,화건,30 kg,상품,372333.333333333,585743.0,2.0,봄,,30.0,,original,3,2019-03-03
1403,2019,03,하순,201903하순,대파,대파(일반),1키로단,상,1445.88888888888,698.444444444444,2.0,봄,6201.707077580764,1.0,0.0,original,3,2019-03-03
1252,2019,03,하순,201903하순,양파,양파,1키로,상,909.922222222222,762.444444444444,2.0,봄,0.0,1.0,0.0,original,3,2019-03-03
346,2019,03,하순,201903하순,감자,감자 수미,20키로상자,상,40465.9333333333,64747.0,2.0,봄,11604.596132144681,20.0,0.0,original,3,2019-03-03
1101,2019,03,하순,201903하순,배추,배추,10키로망대,상,6548.48148148148,2483.11111111111,2.0,봄,0.0,10.0,0.0,original,3,2019-03-03
648,2019,03,하순,201903하순,깐마늘(국산),깐마늘(국산),20 kg,상품,123100.0,123100.0,2.0,봄,,20.0,0.0,average,3,2019-03-03
347,2019,04,상순,201904상순,감자,감자 수미,20키로상자,상,39218.5277777777,60224.3333333333,1.0,봄,12857.507648568606,20.0,0.0,original,1,2019-04-01
649,2019,04,상순,201904상순,깐마늘(국산),깐마늘(국산),20 kg,상품,122662.5,122662.5,1.0,봄,,20.0,0.0,average,1,2019-04-01
951,2019,04,상순,201904상순,상추,청,100 g,상품,612.666666666666,723.0,1.0,봄,5619.441245617389,0.1,0.0,original,1,2019-04-01
800,2019,04,상순,201904상순,무,무,20키로상자,상,7174.22222222222,7174.22222222222,1.0,봄,0.0,20.0,0.0,average,1,2019-04-01
196,2019,04,상순,201904상순,사과,후지,10 개,상품,20653.3333333333,24550.0,1.0,봄,19751.717567900705,3.0,0.0,original,1,2019-04-01
1253,2019,04,상순,201904상순,양파,양파,1키로,상,944.777777777777,1005.77777777777,1.0,봄,0.0,1.0,0.0,original,1,2019-04-01
45,2019,04,상순,201904상순,건고추,화건,30 kg,상품,371000.0,578600.0,1.0,봄,,30.0,,original,1,2019-04-01
1102,2019,04,상순,201904상순,배추,배추,10키로망대,상,6073.61574074074,2466.11111111111,1.0,봄,0.0,10.0,0.0,original,1,2019-04-01
1404,2019,04,상순,201904상순,대파,대파(일반),1키로단,상,1450.37037037037,842.111111111111,1.0,봄,7584.784243531777,1.0,0.0,original,1,2019-04-01
498,2019,04,상순,201904상순,배,신고,10 개,상품,30531.0,38855.0,1.0,봄,19755.711353088147,5.0,0.0,original,1,2019-04-01
1103,2019,04,중순,201904중순,배추,배추,10키로망대,상,5890.25925925926,2680.55555555555,1.0,봄,0.0,10.0,0.0,original,2,2019-04-02
348,2019,04,중순,201904중순,감자,감자 수미,20키로상자,상,41861.6898148148,51644.0,1.0,봄,15248.263754106347,20.0,0.0,original,2,2019-04-02
499,2019,04,중순,201904중순,배,신고,10 개,상품,30333.3333333333,38745.0,1.0,봄,20832.035060921167,5.0,0.0,original,2,2019-04-02
1254,2019,04,중순,201904중순,양파,양파,1키로,상,834.069444444444,973.666666666666,1.0,봄,0.0,1.0,0.0,original,2,2019-04-02
801,2019,04,중순,201904중순,무,무,20키로상자,상,8150.77777777777,8150.77777777777,1.0,봄,0.0,20.0,0.0,average,2,2019-04-02
46,2019,04,중순,201904중순,건고추,화건,30 kg,상품,368143.0,577171.0,1.0,봄,,30.0,,original,2,2019-04-02
650,2019,04,중순,201904중순,깐마늘(국산),깐마늘(국산),20 kg,상품,122243.0,122243.0,1.0,봄,,20.0,0.0,average,2,2019-04-02
197,2019,04,중순,201904중순,사과,후지,10 개,상품,20791.3333333333,24522.0,1.0,봄,20297.839930151484,3.0,0.0,original,2,2019-04-02
1405,2019,04,중순,201904중순,대파,대파(일반),1키로단,상,1248.47685185185,829.666666666666,1.0,봄,5237.704371323152,1.0,0.0,original,2,2019-04-02
952,2019,04,중순,201904중순,상추,청,100 g,상품,617.0,739.0,1.0,봄,6094.981694520352,0.1,0.0,original,2,2019-04-02
651,2019,04,하순,201904하순,깐마늘(국산),깐마늘(국산),20 kg,상품,122100.0,122100.0,2.0,봄,,20.0,0.0,average,3,2019-04-03
1104,2019,04,하순,201904하순,배추,배추,10키로망대,상,6329.29629629629,2643.375,2.0,봄,0.0,10.0,0.0,original,3,2019-04-03
802,2019,04,하순,201904하순,무,무,20키로상자,상,9277.25,9277.25,2.0,봄,0.0,20.0,0.0,average,3,2019-04-03
1255,2019,04,하순,201904하순,양파,양파,1키로,상,812.444444444444,729.25,2.0,봄,0.0,1.0,0.0,original,3,2019-04-03
198,2019,04,하순,201904하순,사과,후지,10 개,상품,20969.0,25049.0,2.0,봄,21223.089446323953,3.0,0.0,original,3,2019-04-03
1406,2019,04,하순,201904하순,대파,대파(일반),1키로단,상,1293.62037037037,894.625,2.0,봄,5699.3775434365,1.0,0.0,original,3,2019-04-03
500,2019,04,하순,201904하순,배,신고,10 개,상품,30569.0,38809.0,2.0,봄,21195.87373136035,5.0,0.0,original,3,2019-04-03
349,2019,04,하순,201904하순,감자,감자 수미,20키로상자,상,41598.7407407407,41836.0,2.0,봄,13450.331154116227,20.0,0.0,original,3,2019-04-03
953,2019,04,하순,201904하순,상추,청,100 g,상품,614.0,715.0,2.0,봄,5837.048994729876,0.1,0.0,original,3,2019-04-03
47,2019,04,하순,201904하순,건고추,화건,30 kg,상품,363762.0,573600.0,2.0,봄,,30.0,,original,3,2019-04-03
199,2019,05,상순,201905상순,사과,후지,10 개,상품,20859.3333333333,24884.0,2.0,봄,21853.615103814816,3.0,0.0,original,1,2019-05-01
501,2019,05,상순,201905상순,배,신고,10 개,상품,30930.0,39511.0,2.0,봄,20675.419013934967,5.0,0.0,original,1,2019-05-01
803,2019,05,상순,201905상순,무,무,20키로상자,상,9761.55555555555,9761.55555555555,2.0,봄,0.0,20.0,0.0,average,1,2019-05-01
350,2019,05,상순,201905상순,감자,감자 수미,20키로상자,상,42902.0694444444,43263.3333333333,2.0,봄,17316.198996759853,20.0,0.0,original,1,2019-05-01
1256,2019,05,상순,201905상순,양파,양파,1키로,상,753.513888888888,725.666666666666,2.0,봄,0.0,1.0,0.0,original,1,2019-05-01
954,2019,05,상순,201905상순,상추,청,100 g,상품,629.333333333333,767.0,2.0,봄,6145.50160561839,0.1,0.0,original,1,2019-05-01
1105,2019,05,상순,201905상순,배추,배추,10키로망대,상,5567.04629629629,2894.22222222222,2.0,봄,0.0,10.0,0.0,original,1,2019-05-01
1407,2019,05,상순,201905상순,대파,대파(일반),1키로단,상,1481.23611111111,1187.22222222222,2.0,봄,9048.98348756293,1.0,0.0,original,1,2019-05-01
48,2019,05,상순,201905상순,건고추,화건,30 kg,상품,363000.0,573600.0,2.0,봄,,30.0,,original,1,2019-05-01
652,2019,05,상순,201905상순,깐마늘(국산),깐마늘(국산),20 kg,상품,122100.0,122100.0,2.0,봄,,20.0,0.0,average,1,2019-05-01
1106,2019,05,중순,201905중순,배추,배추,10키로망대,상,6253.99074074074,3419.875,2.0,봄,0.0,10.0,0.0,original,2,2019-05-02
804,2019,05,중순,201905중순,무,무,20키로상자,상,9051.0,9051.0,2.0,봄,0.0,20.0,0.0,average,2,2019-05-02
1408,2019,05,중순,201905중순,대파,대파(일반),1키로단,상,1308.06018518518,1414.375,2.0,봄,6076.192539705693,1.0,0.0,original,2,2019-05-02
1257,2019,05,중순,201905중순,양파,양파,1키로,상,636.166666666666,488.625,2.0,봄,0.0,1.0,0.0,original,2,2019-05-02
502,2019,05,중순,201905중순,배,신고,10 개,상품,31311.6666666666,39963.0,2.0,봄,20881.692022623196,5.0,0.0,original,2,2019-05-02
653,2019,05,중순,201905중순,깐마늘(국산),깐마늘(국산),20 kg,상품,122100.0,122100.0,2.0,봄,,20.0,0.0,average,2,2019-05-02
351,2019,05,중순,201905중순,감자,감자 수미,20키로상자,상,44515.9305555555,43274.625,2.0,봄,18150.046286312594,20.0,0.0,original,2,2019-05-02
200,2019,05,중순,201905중순,사과,후지,10 개,상품,20961.3333333333,24801.0,2.0,봄,23209.795783444242,3.0,0.0,original,2,2019-05-02
955,2019,05,중순,201905중순,상추,청,100 g,상품,661.333333333333,861.0,2.0,봄,4912.711255605856,0.1,0.0,original,2,2019-05-02
49,2019,05,중순,201905중순,건고추,화건,30 kg,상품,361666.666666666,573600.0,2.0,봄,,30.0,,original,2,2019-05-02
654,2019,05,하순,201905하순,깐마늘(국산),깐마늘(국산),20 kg,상품,118544.0,118544.0,1.0,봄,,20.0,0.0,average,3,2019-05-03
1107,2019,05,하순,201905하순,배추,배추,10키로망대,상,5155.97407407407,3744.2,1.0,봄,0.0,10.0,0.0,original,3,2019-05-03
201,2019,05,하순,201905하순,사과,후지,10 개,상품,21147.6666666666,24563.0,1.0,봄,24799.996830837543,3.0,0.0,original,3,2019-05-03
1258,2019,05,하순,201905하순,양파,양파,1키로,상,600.318518518518,498.5,1.0,봄,0.0,1.0,0.0,original,3,2019-05-03
352,2019,05,하순,201905하순,감자,감자 수미,20키로상자,상,33195.074074074,29787.3,1.0,봄,13166.320147536293,20.0,0.0,original,3,2019-05-03
805,2019,05,하순,201905하순,무,무,20키로상자,상,8342.4,8342.4,1.0,봄,0.0,20.0,0.0,average,3,2019-05-03
1409,2019,05,하순,201905하순,대파,대파(일반),1키로단,상,1504.39629629629,1718.9,1.0,봄,6003.467550288887,1.0,0.0,original,3,2019-05-03
50,2019,05,하순,201905하순,건고추,화건,30 kg,상품,361666.666666666,573044.0,1.0,봄,,30.0,,original,3,2019-05-03
956,2019,05,하순,201905하순,상추,청,100 g,상품,638.333333333333,803.0,1.0,봄,4624.368550845776,0.1,0.0,original,3,2019-05-03
503,2019,05,하순,201905하순,배,신고,10 개,상품,31906.0,39913.0,1.0,봄,23159.94962932531,5.0,0.0,original,3,2019-05-03
51,2019,06,상순,201906상순,건고추,화건,30 kg,상품,362000.0,568600.0,3.0,여름,,30.0,,original,1,2019-06-01
655,2019,06,상순,201906상순,깐마늘(국산),깐마늘(국산),20 kg,상품,115280.0,115280.0,3.0,여름,,20.0,0.0,average,1,2019-06-01
202,2019,06,상순,201906상순,사과,후지,10 개,상품,21271.0,25007.0,3.0,여름,24917.64549775044,3.0,0.0,original,1,2019-06-01
353,2019,06,상순,201906상순,감자,감자 수미,20키로상자,상,25265.2916666666,21312.5,3.0,여름,10060.822040247787,20.0,0.0,original,1,2019-06-01
1108,2019,06,상순,201906상순,배추,배추,10키로망대,상,4184.0787037037,4879.5,3.0,여름,0.0,10.0,0.0,original,1,2019-06-01
504,2019,06,상순,201906상순,배,신고,10 개,상품,32499.6666666666,40033.0,3.0,여름,24347.301163488104,5.0,0.0,original,1,2019-06-01
1410,2019,06,상순,201906상순,대파,대파(일반),1키로단,상,1329.88888888888,1756.125,3.0,여름,4444.477493327838,1.0,0.0,original,1,2019-06-01
1259,2019,06,상순,201906상순,양파,양파,1키로,상,722.194444444444,464.5,3.0,여름,0.0,1.0,0.0,original,1,2019-06-01
806,2019,06,상순,201906상순,무,무,20키로상자,상,9132.125,9132.125,3.0,여름,0.0,20.0,0.0,average,1,2019-06-01
957,2019,06,상순,201906상순,상추,청,100 g,상품,628.666666666666,766.0,3.0,여름,5030.150795017793,0.1,0.0,original,1,2019-06-01
1411,2019,06,중순,201906중순,대파,대파(일반),1키로단,상,1219.08796296296,1439.77777777777,1.0,여름,6522.587069718337,1.0,0.0,original,2,2019-06-02
807,2019,06,중순,201906중순,무,무,20키로상자,상,8804.77777777777,8804.77777777777,1.0,여름,0.0,20.0,0.0,average,2,2019-06-02
656,2019,06,중순,201906중순,깐마늘(국산),깐마늘(국산),20 kg,상품,103525.0,103525.0,1.0,여름,,20.0,0.0,average,2,2019-06-02
354,2019,06,중순,201906중순,감자,감자 수미,20키로상자,상,21960.8472222222,18377.0,1.0,여름,24818.829534091736,20.0,0.0,original,2,2019-06-02
52,2019,06,중순,201906중순,건고추,화건,30 kg,상품,364791.666666666,567975.0,1.0,여름,,30.0,,original,2,2019-06-02
958,2019,06,중순,201906중순,상추,청,100 g,상품,644.0,708.0,1.0,여름,5416.866903397155,0.1,0.0,original,2,2019-06-02
203,2019,06,중순,201906중순,사과,후지,10 개,상품,21896.0,25248.0,1.0,여름,23622.597192095098,3.0,0.0,original,2,2019-06-02
505,2019,06,중순,201906중순,배,신고,10 개,상품,32972.6666666666,41507.0,1.0,여름,25318.37427926133,5.0,0.0,original,2,2019-06-02
1260,2019,06,중순,201906중순,양파,양파,1키로,상,807.606481481481,397.666666666666,1.0,여름,0.0,1.0,0.0,original,2,2019-06-02
1109,2019,06,중순,201906중순,배추,배추,10키로망대,상,4236.93518518518,5758.33333333333,1.0,여름,0.0,10.0,0.0,original,2,2019-06-02
959,2019,06,하순,201906하순,상추,청,100 g,상품,643.333333333333,726.0,2.0,여름,5710.573915316115,0.1,0.0,original,3,2019-06-03
657,2019,06,하순,201906하순,깐마늘(국산),깐마늘(국산),20 kg,상품,94750.0,94750.0,2.0,여름,,20.0,0.0,average,3,2019-06-03
506,2019,06,하순,201906하순,배,신고,10 개,상품,33396.0,43013.0,2.0,여름,23813.76284459359,5.0,0.0,original,3,2019-06-03
1110,2019,06,하순,201906하순,배추,배추,10키로망대,상,4949.50462962963,6127.625,2.0,여름,0.0,10.0,0.0,original,3,2019-06-03
808,2019,06,하순,201906하순,무,무,20키로상자,상,8363.625,8363.625,2.0,여름,0.0,20.0,0.0,average,3,2019-06-03
355,2019,06,하순,201906하순,감자,감자 수미,20키로상자,상,20506.199074074,19100.25,2.0,여름,17953.541164233793,20.0,0.0,original,3,2019-06-03
204,2019,06,하순,201906하순,사과,후지,10 개,상품,22429.0,25287.0,2.0,여름,21280.0034575729,3.0,0.0,original,3,2019-06-03
1261,2019,06,하순,201906하순,양파,양파,1키로,상,804.407407407407,449.625,2.0,여름,0.0,1.0,0.0,original,3,2019-06-03
53,2019,06,하순,201906하순,건고추,화건,30 kg,상품,365000.0,563600.0,2.0,여름,,30.0,,original,3,2019-06-03
1412,2019,06,하순,201906하순,대파,대파(일반),1키로단,상,1173.29629629629,1370.875,2.0,여름,2321.0656114312437,1.0,0.0,original,3,2019-06-03
54,2019,07,상순,201907상순,건고추,화건,30 kg,상품,366666.666666666,561350.0,1.0,여름,,30.0,,original,1,2019-07-01
658,2019,07,상순,201907상순,깐마늘(국산),깐마늘(국산),20 kg,상품,92250.0,92250.0,1.0,여름,,20.0,0.0,average,1,2019-07-01
1111,2019,07,상순,201907상순,배추,배추,10키로망대,상,5481.99537037037,5524.44444444444,1.0,여름,0.0,10.0,0.0,original,1,2019-07-01
960,2019,07,상순,201907상순,상추,청,100 g,상품,684.333333333333,800.0,1.0,여름,7462.599733829707,0.1,0.0,original,1,2019-07-01
356,2019,07,상순,201907상순,감자,감자 수미,20키로상자,상,20470.7962962962,16363.6666666666,1.0,여름,7863.721330443258,20.0,0.0,original,1,2019-07-01
507,2019,07,상순,201907상순,배,신고,10 개,상품,33741.0,43830.0,1.0,여름,21313.4920002784,5.0,0.0,original,1,2019-07-01
1413,2019,07,상순,201907상순,대파,대파(일반),1키로단,상,1250.70833333333,1561.66666666666,1.0,여름,4786.142058383067,1.0,0.0,original,1,2019-07-01
1262,2019,07,상순,201907상순,양파,양파,1키로,상,853.75,389.888888888888,1.0,여름,0.0,1.0,0.0,original,1,2019-07-01
205,2019,07,상순,201907상순,사과,후지,10 개,상품,22869.6666666666,25319.0,1.0,여름,22002.51924969897,3.0,0.0,original,1,2019-07-01
809,2019,07,상순,201907상순,무,무,20키로상자,상,8150.66666666666,8150.66666666666,1.0,여름,0.0,20.0,0.0,average,1,2019-07-01
810,2019,07,중순,201907중순,무,무,20키로상자,상,8929.77777777777,8929.77777777777,1.0,여름,0.0,20.0,0.0,average,2,2019-07-02
1414,2019,07,중순,201907중순,대파,대파(일반),1키로단,상,1229.62962962962,1563.55555555555,1.0,여름,8685.002378695606,1.0,0.0,original,2,2019-07-02
659,2019,07,중순,201907중순,깐마늘(국산),깐마늘(국산),20 kg,상품,86257.0,86257.0,1.0,여름,,20.0,0.0,average,2,2019-07-02
55,2019,07,중순,201907중순,건고추,화건,30 kg,상품,368500.0,560600.0,1.0,여름,,30.0,,original,2,2019-07-02
1263,2019,07,중순,201907중순,양파,양파,1키로,상,858.444444444444,413.0,1.0,여름,0.0,1.0,0.0,original,2,2019-07-02
357,2019,07,중순,201907중순,감자,감자 수미,20키로상자,상,21377.3379629629,19713.4444444444,1.0,여름,8534.44014277398,20.0,0.0,original,2,2019-07-02
1112,2019,07,중순,201907중순,배추,배추,10키로망대,상,6928.29629629629,6093.66666666666,1.0,여름,0.0,10.0,0.0,original,2,2019-07-02
508,2019,07,중순,201907중순,배,신고,10 개,상품,34130.0,44998.0,1.0,여름,18750.537803956373,5.0,0.0,original,2,2019-07-02
961,2019,07,중순,201907중순,상추,청,100 g,상품,985.666666666666,929.0,1.0,여름,11618.439371233315,0.1,0.0,original,2,2019-07-02
206,2019,07,중순,201907중순,사과,후지,10 개,상품,23066.0,25760.0,1.0,여름,20722.908812543683,3.0,0.0,original,2,2019-07-02
1264,2019,07,하순,201907하순,양파,양파,1키로,상,917.148148148148,426.666666666666,2.0,여름,0.0,1.0,0.0,original,3,2019-07-03
358,2019,07,하순,201907하순,감자,감자 수미,20키로상자,상,23308.0888888888,19781.8888888888,2.0,여름,8224.7054414684,20.0,0.0,original,3,2019-07-03
509,2019,07,하순,201907하순,배,신고,10 개,상품,33537.3333333333,45877.0,2.0,여름,18293.937740047564,5.0,0.0,original,3,2019-07-03
207,2019,07,하순,201907하순,사과,후지,10 개,상품,23229.6666666666,25340.0,2.0,여름,15613.679095322488,3.0,0.0,original,3,2019-07-03
56,2019,07,하순,201907하순,건고추,화건,30 kg,상품,363375.666666666,559350.0,2.0,여름,,30.0,,original,3,2019-07-03
660,2019,07,하순,201907하순,깐마늘(국산),깐마늘(국산),20 kg,상품,85425.0,85425.0,2.0,여름,,20.0,0.0,average,3,2019-07-03
1113,2019,07,하순,201907하순,배추,배추,10키로망대,상,8605.15555555555,5911.77777777777,2.0,여름,0.0,10.0,0.0,original,3,2019-07-03
1415,2019,07,하순,201907하순,대파,대파(일반),1키로단,상,1318.44444444444,1582.88888888888,2.0,여름,4116.862405251989,1.0,0.0,original,3,2019-07-03
962,2019,07,하순,201907하순,상추,청,100 g,상품,997.0,950.0,2.0,여름,9812.230783822242,0.1,0.0,original,3,2019-07-03
811,2019,07,하순,201907하순,무,무,20키로상자,상,5794.66666666666,5794.66666666666,2.0,여름,0.0,20.0,0.0,average,3,2019-07-03
510,2019,08,상순,201908상순,배,신고,10 개,상품,33353.6666666666,45823.0,1.0,여름,13840.30803828406,5.0,0.0,original,1,2019-08-01
1265,2019,08,상순,201908상순,양파,양파,1키로,상,1016.70833333333,538.375,1.0,여름,0.0,1.0,0.0,original,1,2019-08-01
1114,2019,08,상순,201908상순,배추,배추,10키로망대,상,9211.15476190476,6699.875,1.0,여름,0.0,10.0,0.0,original,1,2019-08-01
1416,2019,08,상순,201908상순,대파,대파(일반),1키로단,상,1640.08333333333,1908.625,1.0,여름,8101.1758903827085,1.0,0.0,original,1,2019-08-01
208,2019,08,상순,201908상순,사과,후지,10 개,상품,23778.3333333333,25279.0,1.0,여름,12084.01601039527,3.0,0.0,original,1,2019-08-01
661,2019,08,상순,201908상순,깐마늘(국산),깐마늘(국산),20 kg,상품,84357.0,84357.0,1.0,여름,,20.0,0.0,average,1,2019-08-01
963,2019,08,상순,201908상순,상추,청,100 g,상품,1035.66666666666,1549.0,1.0,여름,13534.019066693558,0.1,0.0,original,1,2019-08-01
812,2019,08,상순,201908상순,무,무,20키로상자,상,6928.875,6928.875,1.0,여름,0.0,20.0,0.0,average,1,2019-08-01
359,2019,08,상순,201908상순,감자,감자 수미,20키로상자,상,24084.1964285714,18478.875,1.0,여름,8754.626616851361,20.0,0.0,original,1,2019-08-01
57,2019,08,상순,201908상순,건고추,화건,30 kg,상품,365916.666666666,538743.0,1.0,여름,,30.0,,original,1,2019-08-01
662,2019,08,중순,201908중순,깐마늘(국산),깐마늘(국산),20 kg,상품,83700.0,83700.0,3.0,여름,,20.0,0.0,average,2,2019-08-02
511,2019,08,중순,201908중순,배,신고,10 개,상품,32948.3333333333,45736.0,3.0,여름,4943.502307406526,5.0,0.0,original,2,2019-08-02
964,2019,08,중순,201908중순,상추,청,100 g,상품,1156.66666666666,1675.0,3.0,여름,10942.27705215955,0.1,0.0,original,2,2019-08-02
360,2019,08,중순,201908중순,감자,감자 수미,20키로상자,상,25620.9259259259,18589.375,3.0,여름,50983.337810770216,20.0,0.0,original,2,2019-08-02
