시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),year
201910하순,감자,감자 대지,20키로상자,상,34176.046369245305,18000.0,2019
201911상순,감자,감자 대지,20키로상자,상,36758.2649023902,18000.0,2019
201911중순,감자,감자 대지,20키로상자,상,38340.85181783159,18000.0,2019
201911하순,감자,감자 대지,20키로상자,상,40883.95575869127,18000.0,2019
201912상순,감자,감자 대지,20키로상자,상,40498.90483682898,18000.0,2019
201912중순,감자,감자 대지,20키로상자,상,42098.26985047391,18660.267882827327,2019
201912하순,감자,감자 대지,20키로상자,상,43422.16409674543,22722.732323287444,2019
202001상순,감자,감자 대지,20키로상자,상,43622.215243106126,25083.277696900983,2020
202001중순,감자,감자 대지,20키로상자,상,41696.30606656703,30670.801563753503,2020
202001하순,감자,감자 대지,20키로상자,상,44338.30828982809,24845.607388918485,2020
202002상순,감자,감자 대지,20키로상자,상,53576.0499999999,26000.0,2020
202002중순,감자,감자 대지,20키로상자,상,50339.2638888888,26000.0,2020
202002하순,감자,감자 대지,20키로상자,상,50274.7857142857,26000.0,2020
202003상순,감자,감자 대지,20키로상자,상,47242.3657407407,27630.75,2020
202003중순,감자,감자 대지,20키로상자,상,42828.9166666666,22249.5555555555,2020
202003하순,감자,감자 대지,20키로상자,상,46819.7148148148,22783.0,2020
202004상순,감자,감자 대지,20키로상자,상,61800.774031775225,22783.0,2020
202004중순,감자,감자 대지,20키로상자,상,62555.88646100392,22783.0,2020
202004하순,감자,감자 대지,20키로상자,상,58356.46753242151,25006.6666666666,2020
202005상순,감자,감자 대지,20키로상자,상,60454.4832602566,29454.0,2020
202005중순,감자,감자 대지,20키로상자,상,63395.88785879983,33370.2222222222,2020
202005하순,감자,감자 대지,20키로상자,상,34051.6416666666,43771.0,2020
202006상순,감자,감자 대지,20키로상자,상,26443.8101851851,43771.0,2020
202006중순,감자,감자 대지,20키로상자,상,29129.40637636736,43771.0,2020
202006하순,감자,감자 대지,20키로상자,상,28816.85227533014,43771.0,2020
202007상순,감자,감자 대지,20키로상자,상,26781.42210037794,43771.0,2020
202007중순,감자,감자 대지,20키로상자,상,29022.36100721505,43771.0,2020
202007하순,감자,감자 대지,20키로상자,상,31164.85860358437,43771.0,2020
202008상순,감자,감자 대지,20키로상자,상,31399.479650465382,43771.0,2020
202008중순,감자,감자 대지,20키로상자,상,33487.34433573211,28679.121615194865,2020
202008하순,감자,감자 대지,20키로상자,상,34165.73080978021,29609.930232826307,2020
202009상순,감자,감자 대지,20키로상자,상,33243.80769817059,28551.419213385667,2020
202009중순,감자,감자 대지,20키로상자,상,33121.17627824458,29925.216002421334,2020
202009하순,감자,감자 대지,20키로상자,상,33965.64045939308,31525.575407316264,2020
202010상순,감자,감자 대지,20키로상자,상,34296.42233252346,30140.05892136248,2020
202010중순,감자,감자 대지,20키로상자,상,34270.75104594022,26653.21032837351,2020
202010하순,감자,감자 대지,20키로상자,상,34176.046369245305,27632.147470857795,2020
202011상순,감자,감자 대지,20키로상자,상,36758.2649023902,28368.4746080588,2020
202011중순,감자,감자 대지,20키로상자,상,38340.85181783159,28198.000087694887,2020
202011하순,감자,감자 대지,20키로상자,상,40883.95575869127,28474.934206490125,2020
202012상순,감자,감자 대지,20키로상자,상,40498.90483682898,27833.229637398897,2020
202012중순,감자,감자 대지,20키로상자,상,42098.26985047391,42797.0,2020
202012하순,감자,감자 대지,20키로상자,상,43422.16409674543,42813.1,2020
202101상순,감자,감자 대지,20키로상자,상,43622.215243106126,50822.1666666666,2021
202101중순,감자,감자 대지,20키로상자,상,44089.98753591125,50909.8888888888,2021
202101하순,감자,감자 대지,20키로상자,상,44338.30828982809,60216.6666666666,2021
202102상순,감자,감자 대지,20키로상자,상,49956.7166666666,54569.8888888888,2021
202102중순,감자,감자 대지,20키로상자,상,49680.3009259259,41126.2857142857,2021
202102하순,감자,감자 대지,20키로상자,상,46320.8571428571,38510.3333333333,2021
202103상순,감자,감자 대지,20키로상자,상,43255.699074074,36602.4444444444,2021
202103중순,감자,감자 대지,20키로상자,상,32572.7685185185,32762.0,2021
202103하순,감자,감자 대지,20키로상자,상,36363.0111111111,32762.0,2021
202104상순,감자,감자 대지,20키로상자,상,61607.89022153961,51239.66097344944,2021
202104중순,감자,감자 대지,20키로상자,상,58488.18081010463,48856.60590755127,2021
202104하순,감자,감자 대지,20키로상자,상,56933.85142186782,39145.26119595049,2021
202105상순,감자,감자 대지,20키로상자,상,58937.94900378925,26500.0,2021
202105중순,감자,감자 대지,20키로상자,상,60220.50260414727,23981.5555555555,2021
202105하순,감자,감자 대지,20키로상자,상,34051.6416666666,23525.0,2021
202106상순,감자,감자 대지,20키로상자,상,32758.186197152896,20585.29972958696,2021
202106중순,감자,감자 대지,20키로상자,상,29129.40637636736,17928.312097072867,2021
202106하순,감자,감자 대지,20키로상자,상,27916.29290789538,18839.37868741609,2021
202107상순,감자,감자 대지,20키로상자,상,26781.863145675823,20561.2873121528,2021
202107중순,감자,감자 대지,20키로상자,상,28320.05150113914,19812.29089607147,2021
202107하순,감자,감자 대지,20키로상자,상,31007.44953680149,22931.22559502761,2021
202108상순,감자,감자 대지,20키로상자,상,33981.799869054,27758.572848648902,2021
202108중순,감자,감자 대지,20키로상자,상,36510.70985211549,29430.491986181656,2021
202108하순,감자,감자 대지,20키로상자,상,38063.83616679007,28474.797772300142,2021
202109상순,감자,감자 대지,20키로상자,상,37188.2228114489,29067.03130410932,2021
202109중순,감자,감자 대지,20키로상자,상,37723.42883007118,30810.8005841984,2021
202109하순,감자,감자 대지,20키로상자,상,39149.77789902038,29860.75084766188,2021
202110상순,감자,감자 대지,20키로상자,상,38791.80103281351,28122.40190303415,2021
202110중순,감자,감자 대지,20키로상자,상,37299.18858324819,28921.21044187244,2021
202110하순,감자,감자 대지,20키로상자,상,37237.34178123908,27799.721400342893,2021
202111상순,감자,감자 대지,20키로상자,상,38869.65900425837,29648.022658665144,2021
202111중순,감자,감자 대지,20키로상자,상,40533.97406363277,33164.64119190498,2021
202111하순,감자,감자 대지,20키로상자,상,42525.30583443463,31500.0,2021
202112상순,감자,감자 대지,20키로상자,상,41928.381652015065,32843.0,2021
202112중순,감자,감자 대지,20키로상자,상,43996.80446549386,32101.55962710041,2021
202112하순,감자,감자 대지,20키로상자,상,45401.002034361285,51454.2,2021
201801상순,감자,감자 수미(햇),20키로상자,상,24660.0317460317,43927.66360023627,2018
201801중순,감자,감자 수미(햇),20키로상자,상,23299.4444444444,48018.560742177935,2018
201801하순,감자,감자 수미(햇),20키로상자,상,25218.0074074074,49967.021190285326,2018
201802상순,감자,감자 수미(햇),20키로상자,상,28703.875,55076.46726639449,2018
201802중순,감자,감자 수미(햇),20키로상자,상,27419.8822751322,58808.1894800299,2018
201802하순,감자,감자 수미(햇),20키로상자,상,29378.6666666666,60154.46797454403,2018
201803상순,감자,감자 수미(햇),20키로상자,상,29317.5277777777,63717.85012596959,2018
201803중순,감자,감자 수미(햇),20키로상자,상,30453.6944444444,70432.48594287348,2018
201803하순,감자,감자 수미(햇),20키로상자,상,35062.6,91688.28550309491,2018
201804상순,감자,감자 수미(햇),20키로상자,상,34148.787037037,114495.36699321042,2018
201804중순,감자,감자 수미(햇),20키로상자,상,32486.3703703703,108437.63075373962,2018
201804하순,감자,감자 수미(햇),20키로상자,상,33455.949074074,97893.562398739,2018
201805상순,감자,감자 수미(햇),20키로상자,상,35158.8379629629,74148.01979062392,2018
201805중순,감자,감자 수미(햇),20키로상자,상,37978.3888888888,50660.31696576206,2018
201805하순,감자,감자 수미(햇),20키로상자,상,28350.574074074,41270.05643282567,2018
201806상순,감자,감자 수미(햇),20키로상자,상,23804.949074074,24924.58604832969,2018
201806중순,감자,감자 수미(햇),20키로상자,상,20516.5509259259,23634.130185566093,2018
201806하순,감자,감자 수미(햇),20키로상자,상,17564.2824074074,23738.8849354559,2018
201807상순,감자,감자 수미(햇),20키로상자,상,17505.1296296296,24605.597889844244,2018
201807중순,감자,감자 수미(햇),20키로상자,상,17983.7453703703,24019.225442280986,2018
201807하순,감자,감자 수미(햇),20키로상자,상,19177.6074074074,28099.90915396681,2018
201808상순,감자,감자 수미(햇),20키로상자,상,19619.6084656084,37286.55816684459,2018
201808중순,감자,감자 수미(햇),20키로상자,상,20299.2962962962,37268.15978513927,2018
201808하순,감자,감자 수미(햇),20키로상자,상,20281.9259259259,42320.15649999568,2018
201809상순,감자,감자 수미(햇),20키로상자,상,20210.3888888888,40322.291148222015,2018
201809중순,감자,감자 수미(햇),20키로상자,상,20119.7071428571,40663.73859248283,2018
201809하순,감자,감자 수미(햇),20키로상자,상,20534.7724867724,43553.64367994732,2018
201810상순,감자,감자 수미(햇),20키로상자,상,19225.574074074,39532.43149399004,2018
201810중순,감자,감자 수미(햇),20키로상자,상,19836.75,38397.47786939354,2018
201810하순,감자,감자 수미(햇),20키로상자,상,20383.8407407407,38287.08757916164,2018
201811상순,감자,감자 수미(햇),20키로상자,상,22684.6481481481,43343.82477795296,2018
201811중순,감자,감자 수미(햇),20키로상자,상,23339.4768518518,42434.00270246682,2018
201811하순,감자,감자 수미(햇),20키로상자,상,24387.2129629629,40250.68663563916,2018
201812상순,감자,감자 수미(햇),20키로상자,상,24987.8888888888,39237.03525438807,2018
201812중순,감자,감자 수미(햇),20키로상자,상,24233.0046296296,42501.25624640315,2018
201812하순,감자,감자 수미(햇),20키로상자,상,25547.3185185185,42669.76995271308,2018
201901상순,감자,감자 수미(햇),20키로상자,상,26176.0793650793,42192.81696700354,2019
201901중순,감자,감자 수미(햇),20키로상자,상,25604.1203703703,39194.14713487229,2019
201901하순,감자,감자 수미(햇),20키로상자,상,28817.3185185185,40264.60973530804,2019
201902상순,감자,감자 수미(햇),20키로상자,상,32006.7129629629,42524.92551584027,2019
201902중순,감자,감자 수미(햇),20키로상자,상,30440.2156084656,42118.813008672754,2019
201902하순,감자,감자 수미(햇),20키로상자,상,32121.6904761904,41159.0978528113,2019
201903상순,감자,감자 수미(햇),20키로상자,상,34324.9814814814,49625.65662161774,2019
201903중순,감자,감자 수미(햇),20키로상자,상,36563.9907407407,57123.49442009432,2019
201903하순,감자,감자 수미(햇),20키로상자,상,40465.9333333333,64391.35244725442,2019
201904상순,감자,감자 수미(햇),20키로상자,상,39218.5277777777,59893.52824945708,2019
201904중순,감자,감자 수미(햇),20키로상자,상,41861.6898148148,51360.32566429344,2019
201904하순,감자,감자 수미(햇),20키로상자,상,41598.7407407407,41606.19983911743,2019
201905상순,감자,감자 수미(햇),20키로상자,상,42902.0694444444,43025.693000597945,2019
201905중순,감자,감자 수미(햇),20키로상자,상,44515.9305555555,43036.92264348568,2019
201905하순,감자,감자 수미(햇),20키로상자,상,33195.074074074,29623.68191193572,2019
201906상순,감자,감자 수미(햇),20키로상자,상,25265.2916666666,21195.432978085624,2019
201906중순,감자,감자 수미(햇),20키로상자,상,21960.8472222222,18276.057329655345,2019
201906하순,감자,감자 수미(햇),20키로상자,상,20506.199074074,18995.334603621348,2019
201907상순,감자,감자 수미(햇),20키로상자,상,20470.7962962962,16273.7829963198,2019
201907중순,감자,감자 수미(햇),20키로상자,상,21377.3379629629,19605.16084407909,2019
201907하순,감자,감자 수미(햇),20키로상자,상,23308.0888888888,19673.22933134917,2019
201908상순,감자,감자 수미(햇),20키로상자,상,24084.1964285714,18377.372742424493,2019
201908중순,감자,감자 수미(햇),20키로상자,상,25620.9259259259,18487.2657790968,2019
201908하순,감자,감자 수미(햇),20키로상자,상,25909.4518518518,16657.89479599467,2019
201909상순,감자,감자 수미(햇),20키로상자,상,25125.0138888888,17376.152700163486,2019
201909중순,감자,감자 수미(햇),20키로상자,상,25032.3314814814,17729.078414091844,2019
201909하순,감자,감자 수미(햇),20키로상자,상,25670.5608465608,16698.64472520415,2019
201910상순,감자,감자 수미(햇),20키로상자,상,25920.5592592592,16878.443324797267,2019
201910중순,감자,감자 수미(햇),20키로상자,상,25901.1574074074,17950.48056150516,2019
201910하순,감자,감자 수미(햇),20키로상자,상,25829.5814814814,16253.826553461124,2019
201911상순,감자,감자 수미(햇),20키로상자,상,27781.1712962962,18942.004159353903,2019
201911중순,감자,감자 수미(햇),20키로상자,상,28977.2592592592,19449.686231109863,2019
201911하순,감자,감자 수미(햇),20키로상자,상,30899.287037037,20063.73912682424,2019
201912상순,감자,감자 수미(햇),20키로상자,상,30608.2731481481,19977.53469722753,2019
201912중순,감자,감자 수미(햇),20키로상자,상,31817.0416666666,18891.657236444084,2019
201912하순,감자,감자 수미(햇),20키로상자,상,32817.6148148148,23004.496678317457,2019
202001상순,감자,감자 수미(햇),20키로상자,상,32968.8095238095,25394.313071597662,2020
202001중순,감자,감자 수미(햇),20키로상자,상,31513.2453703703,31051.12284281059,2020
202001하순,감자,감자 수미(햇),20키로상자,상,33510.0185185185,25153.69562591685,2020
202002상순,감자,감자 수미(햇),20키로상자,상,35691.7296296296,32628.41113387188,2020
202002중순,감자,감자 수미(햇),20키로상자,상,34849.9933862433,31437.47504602337,2020
202002하순,감자,감자 수미(햇),20키로상자,상,35716.0238095238,46897.72359363469,2020
202003상순,감자,감자 수미(햇),20키로상자,상,41217.787037037,38799.576435327166,2020
202003중순,감자,감자 수미(햇),20키로상자,상,44528.8657407407,42487.11214515214,2020
202003하순,감자,감자 수미(햇),20키로상자,상,49818.0666666666,44428.94254579812,2020
202004상순,감자,감자 수미(햇),20키로상자,상,46707.8055555555,41418.23799358743,2020
202004중순,감자,감자 수미(햇),20키로상자,상,47278.5046296296,47476.0,2020
202004하순,감자,감자 수미(햇),20키로상자,상,44104.6666666666,51347.2222222222,2020
202005상순,감자,감자 수미(햇),20키로상자,상,45690.3055555555,49412.375,2020
202005중순,감자,감자 수미(햇),20키로상자,상,47913.3611111111,47305.5555555555,2020
202005하순,감자,감자 수미(햇),20키로상자,상,34731.6925925926,28710.0,2020
202006상순,감자,감자 수미(햇),20키로상자,상,25102.9166666666,28059.4444444444,2020
202006중순,감자,감자 수미(햇),20키로상자,상,22015.4305555555,25216.6666666666,2020
202006하순,감자,감자 수미(햇),20키로상자,상,21779.2083333333,20330.25,2020
202007상순,감자,감자 수미(햇),20키로상자,상,20240.8703703703,19613.8888888888,2020
202007중순,감자,감자 수미(햇),20키로상자,상,21934.5277777777,20108.625,2020
202007하순,감자,감자 수미(햇),20키로상자,상,23553.7851851851,22493.8,2020
202008상순,감자,감자 수미(햇),20키로상자,상,23731.1071428571,26992.8571428571,2020
202008중순,감자,감자 수미(햇),20키로상자,상,25309.074074074,28457.7777777777,2020
202008하순,감자,감자 수미(햇),20키로상자,상,25821.7851851851,29629.7777777777,2020
202009상순,감자,감자 수미(햇),20키로상자,상,25125.0138888888,28692.5555555555,2020
202009중순,감자,감자 수미(햇),20키로상자,상,25032.3314814814,30427.125,2020
202009하순,감자,감자 수미(햇),20키로상자,상,25670.5608465608,31796.0,2020
202010상순,감자,감자 수미(햇),20키로상자,상,25920.5592592592,29953.1666666666,2020
202010중순,감자,감자 수미(햇),20키로상자,상,25901.1574074074,26502.875,2020
202010하순,감자,감자 수미(햇),20키로상자,상,25829.5814814814,27548.4,2020
202011상순,감자,감자 수미(햇),20키로상자,상,27781.1712962962,28814.625,2020
202011중순,감자,감자 수미(햇),20키로상자,상,28977.2592592592,27968.4444444444,2020
202011하순,감자,감자 수미(햇),20키로상자,상,30899.287037037,29151.5,2020
202012상순,감자,감자 수미(햇),20키로상자,상,30608.2731481481,29555.2222222222,2020
202012중순,감자,감자 수미(햇),20키로상자,상,31817.0416666666,28385.625,2020
202012하순,감자,감자 수미(햇),20키로상자,상,32817.6148148148,41487.5,2020
202101상순,감자,감자 수미(햇),20키로상자,상,32968.8095238095,55868.8333333333,2021
202101중순,감자,감자 수미(햇),20키로상자,상,33322.3425925925,60917.5555555555,2021
202101하순,감자,감자 수미(햇),20키로상자,상,33510.0185185185,67953.2222222222,2021
202102상순,감자,감자 수미(햇),20키로상자,상,35970.4379629629,78073.4444444444,2021
202102중순,감자,감자 수미(햇),20키로상자,상,34875.9351851851,72781.8571428571,2021
202102하순,감자,감자 수미(햇),20키로상자,상,39999.1071428571,68132.5,2021
202103상순,감자,감자 수미(햇),20키로상자,상,42276.912037037,63160.3333333333,2021
202103중순,감자,감자 수미(햇),20키로상자,상,45073.0509259259,70174.2222222222,2021
202103하순,감자,감자 수미(햇),20키로상자,상,49147.5111111111,60070.4444444444,2021
202104상순,감자,감자 수미(햇),20키로상자,상,46562.0277777777,58925.7777777777,2021
202104중순,감자,감자 수미(햇),20키로상자,상,44204.2129629629,55030.75,2021
202104하순,감자,감자 수미(햇),20키로상자,상,43029.4814814814,40715.1111111111,2021
202105상순,감자,감자 수미(햇),20키로상자,상,44544.1388888889,36219.25,2021
202105중순,감자,감자 수미(햇),20키로상자,상,45513.4675925925,30309.0,2021
202105하순,감자,감자 수미(햇),20키로상자,상,31011.7666666666,26055.4444444444,2021
202106상순,감자,감자 수미(햇),20키로상자,상,24757.9907407407,20885.2222222222,2021
202106중순,감자,감자 수미(햇),20키로상자,상,22015.4305555555,18228.25,2021
202106하순,감자,감자 수미(햇),20키로상자,상,21098.5833333333,19208.6666666666,2021
202107상순,감자,감자 수미(햇),20키로상자,상,20241.2037037037,21067.6666666666,2021
202107중순,감자,감자 수미(햇),20키로상자,상,21403.7361111111,20122.625,2021
202107하순,감자,감자 수미(햇),20키로상자,상,23434.8185185185,23237.3,2021
202108상순,감자,감자 수미(햇),20키로상자,상,25682.7738095238,28425.2857142857,2021
202108중순,감자,감자 수미(햇),20키로상자,상,27594.074074074,29702.4444444444,2021
202108하순,감자,감자 수미(햇),20키로상자,상,28767.8962962963,29439.3333333333,2021
202109상순,감자,감자 수미(햇),20키로상자,상,28106.125,29571.8888888888,2021
202109중순,감자,감자 수미(햇),20키로상자,상,28510.6231481481,30232.4285714285,2021
202109하순,감자,감자 수미(햇),20키로상자,상,29588.6296296296,29789.0,2021
202110상순,감자,감자 수미(햇),20키로상자,상,29318.0777777777,26812.625,2021
202110중순,감자,감자 수미(햇),20키로상자,상,28189.9907407407,27506.2222222222,2021
202110하순,감자,감자 수미(햇),20키로상자,상,28143.2481481481,26926.6666666666,2021
202111상순,감자,감자 수미(햇),20키로상자,상,29376.9212962962,28584.0,2021
202111중순,감자,감자 수미(햇),20키로상자,상,30634.7777777777,32661.6666666666,2021
202111하순,감자,감자 수미(햇),20키로상자,상,32139.787037037,35641.5,2021
202112상순,감자,감자 수미(햇),20키로상자,상,31688.6435185185,36063.5555555555,2021
202112중순,감자,감자 수미(햇),20키로상자,상,33251.9166666666,33513.125,2021
202112하순,감자,감자 수미(햇),20키로상자,상,34313.1814814814,44437.2,2021
201801상순,감자,감자 두백,20키로상자,하,24660.0317460317,33245.08240008821,2018
201801중순,감자,감자 두백,20키로상자,하,23299.4444444444,36341.13170996784,2018
201801하순,감자,감자 두백,20키로상자,하,25218.0074074074,37815.75437007888,2018
201802상순,감자,감자 두백,20키로상자,하,28703.875,41682.65604199349,2018
201802중순,감자,감자 두백,20키로상자,하,27419.8822751322,44506.87664283331,2018
201802하순,감자,감자 두백,20키로상자,하,29378.6666666666,45525.759410897226,2018
201803상순,감자,감자 두백,20키로상자,하,29317.5277777777,48222.57785144159,2018
201803중순,감자,감자 두백,20키로상자,하,30453.6944444444,53304.31001573435,2018
201803하순,감자,감자 두백,20키로상자,하,35062.6,69391.00231720062,2018
201804상순,감자,감자 두백,20키로상자,하,34148.787037037,86651.72691081042,2018
201804중순,감자,감자 두백,20키로상자,하,32486.3703703703,82067.14571678298,2018
201804하순,감자,감자 두백,20키로상자,하,33455.949074074,74087.2443843508,2018
201805상순,감자,감자 두백,20키로상자,하,35158.8379629629,56116.27903036038,2018
201805중순,감자,감자 두백,20키로상자,하,37978.3888888888,38340.45050218168,2018
201805하순,감자,감자 두백,20키로상자,하,28350.574074074,31233.767387487474,2018
201806상순,감자,감자 두백,20키로상자,하,23804.949074074,18863.2822475073,2018
201806중순,감자,감자 두백,20키로상자,하,20516.5509259259,17886.64684341033,2018
201806하순,감자,감자 두백,20키로상자,하,17564.2824074074,17965.9267323564,2018
201807상순,감자,감자 두백,20키로상자,하,17505.1296296296,18621.86745909493,2018
201807중순,감자,감자 두백,20키로상자,하,17983.7453703703,18178.092426719264,2018
201807하순,감자,감자 두백,20키로상자,하,19177.6074074074,21266.41206689616,2018
201808상순,감자,감자 두백,20키로상자,하,19619.6084656084,28218.99907888029,2018
201808중순,감자,감자 두백,20키로상자,하,20299.2962962962,28205.07492116983,2018
201808하순,감자,감자 두백,20키로상자,하,20281.9259259259,32028.49809702644,2018
201809상순,감자,감자 두백,20키로상자,하,20210.3888888888,30516.485101105587,2018
201809중순,감자,감자 두백,20키로상자,하,20119.7071428571,30774.89739735367,2018
201809하순,감자,감자 두백,20키로상자,하,20534.7724867724,32962.018789365844,2018
201810상순,감자,감자 두백,20키로상자,하,19225.574074074,29918.708048166536,2018
201810중순,감자,감자 두백,20키로상자,하,19836.75,29059.75895600981,2018
201810하순,감자,감자 두백,20키로상자,하,20383.8407407407,28976.21400974708,2018
201811상순,감자,감자 두백,20키로상자,하,22684.6481481481,32803.22485146424,2018
201811중순,감자,감자 두백,20키로상자,하,23339.4768518518,32114.658526967225,2018
201811하순,감자,감자 두백,20키로상자,하,24387.2129629629,30462.29378461084,2018
201812상순,감자,감자 두백,20키로상자,하,24987.8888888888,29695.147960482045,2018
201812중순,감자,감자 두백,20키로상자,하,24233.0046296296,32165.556968327743,2018
201812하순,감자,감자 두백,20키로상자,하,25547.3185185185,32293.090544955016,2018
201901상순,감자,감자 두백,20키로상자,하,26176.0793650793,31932.125722077515,2019
201901중순,감자,감자 두백,20키로상자,하,25604.1203703703,29662.689619873214,2019
201901하순,감자,감자 두백,20키로상자,하,28817.3185185185,30472.83098504037,2019
201902상순,감자,감자 두백,20키로상자,하,32006.7129629629,32183.47020905796,2019
201902중순,감자,감자 두백,20키로상자,하,30440.2156084656,31876.11847081486,2019
201902하순,감자,감자 두백,20키로상자,하,32121.6904761904,31149.79235141124,2019
201903상순,감자,감자 두백,20키로상자,하,34324.9814814814,37557.40479526189,2019
201903중순,감자,감자 두백,20키로상자,하,36563.9907407407,43231.87539085963,2019
201903하순,감자,감자 두백,20키로상자,하,40465.9333333333,48732.294015076666,2019
201904상순,감자,감자 두백,20키로상자,하,39218.5277777777,45328.27650488796,2019
201904중순,감자,감자 두백,20키로상자,하,41861.6898148148,38870.22707020587,2019
201904하순,감자,감자 두백,20키로상자,하,41598.7407407407,31488.16551214338,2019
201905상순,감자,감자 두백,20키로상자,하,42902.0694444444,32562.458184506853,2019
201905중순,감자,감자 두백,20키로상자,하,44515.9305555555,32570.956938424748,2019
201905하순,감자,감자 두백,20키로상자,하,33195.074074074,22419.625025333888,2019
201906상순,감자,감자 두백,20키로상자,하,25265.2916666666,16041.006011032505,2019
201906중순,감자,감자 두백,20키로상자,하,21960.8472222222,13831.58087811117,2019
201906하순,감자,감자 두백,20키로상자,하,20506.199074074,14375.94017887266,2019
201907상순,감자,감자 두백,20키로상자,하,20470.7962962962,12316.231102054247,2019
201907중순,감자,감자 두백,20키로상자,하,21377.3379629629,14837.465376257498,2019
201907하순,감자,감자 두백,20키로상자,하,23308.0888888888,14888.98057835741,2019
201908상순,감자,감자 두백,20키로상자,하,24084.1964285714,13908.257827665371,2019
201908중순,감자,감자 두백,20키로상자,하,25620.9259259259,13991.426445341342,2019
201908하순,감자,감자 두백,20키로상자,하,25909.4518518518,12606.932391047196,2019
201909상순,감자,감자 두백,20키로상자,하,25125.0138888888,13150.520218205807,2019
201909중순,감자,감자 두백,20키로상자,하,25032.3314814814,13417.61943266517,2019
201909하순,감자,감자 두백,20키로상자,하,25670.5608465608,12637.772518732922,2019
201910상순,감자,감자 두백,20키로상자,하,25920.5592592592,12773.84666356546,2019
201910중순,감자,감자 두백,20키로상자,하,25901.1574074074,13585.179735924108,2019
201910하순,감자,감자 두백,20키로상자,하,25829.5814814814,12301.12778143863,2019
201911상순,감자,감자 두백,20키로상자,하,27781.1712962962,14335.578937941676,2019
201911중순,감자,감자 두백,20키로상자,하,28977.2592592592,14719.799971461052,2019
201911하순,감자,감자 두백,20키로상자,하,30899.287037037,15184.523961833427,2019
201912상순,감자,감자 두백,20키로상자,하,30608.2731481481,15119.283219888306,2019
201912중순,감자,감자 두백,20키로상자,하,31817.0416666666,14297.475668531304,2019
201912하순,감자,감자 두백,20키로상자,하,32817.6148148148,17410.131223985834,2019
202001상순,감자,감자 두백,20키로상자,하,32968.8095238095,19218.778358937365,2020
202001중순,감자,감자 두백,20키로상자,하,31513.2453703703,23499.932682942577,2020
202001하순,감자,감자 두백,20키로상자,하,33510.0185185185,19036.67564386116,2020
202002상순,감자,감자 두백,20키로상자,하,35691.7296296296,24693.646960174134,2020
202002중순,감자,감자 두백,20키로상자,하,34849.9933862433,23792.3295412903,2020
202002하순,감자,감자 두백,20키로상자,하,35716.0238095238,35492.86616824666,2020
202003상순,감자,감자 두백,20키로상자,하,41217.787037037,29364.072886271937,2020
202003중순,감자,감자 두백,20키로상자,하,44528.8657407407,32154.85251074848,2020
202003하순,감자,감자 두백,20키로상자,하,49818.0666666666,33624.45745636923,2020
202004상순,감자,감자 두백,20키로상자,하,46707.8055555555,31345.913306344664,2020
202004중순,감자,감자 두백,20키로상자,하,47278.5046296296,33957.44553422877,2020
202004하순,감자,감자 두백,20키로상자,하,44104.6666666666,37320.08780701653,2020
202005상순,감자,감자 두백,20키로상자,하,45690.3055555555,36520.99586729982,2020
202005중순,감자,감자 두백,20키로상자,하,47913.3611111111,32921.559284859395,2020
202005하순,감자,감자 두백,20키로상자,하,34731.6925925926,21291.33338219775,2020
202006상순,감자,감자 두백,20키로상자,하,25102.9166666666,20998.5497416914,2020
202006중순,감자,감자 두백,20키로상자,하,22015.4305555555,18949.733286745635,2020
202006하순,감자,감자 두백,20키로상자,하,21779.2083333333,15298.133380750318,2020
202007상순,감자,감자 두백,20키로상자,하,20240.8703703703,14765.962944771372,2020
202007중순,감자,감자 두백,20키로상자,하,21934.5277777777,15313.468770661158,2020
202007하순,감자,감자 두백,20키로상자,하,23553.7851851851,17066.426144260924,2020
202008상순,감자,감자 두백,20키로상자,하,23731.1071428571,20447.86752332521,2020
202008중순,감자,감자 두백,20키로상자,하,25309.074074074,21973.90981002205,2020
202008하순,감자,감자 두백,20키로상자,하,25821.7851851851,22687.094296236854,2020
202009상순,감자,감자 두백,20키로상자,하,25125.0138888888,21876.064377462088,2020
202009중순,감자,감자 두백,20키로상자,하,25032.3314814814,22928.665888227097,2020
202009하순,감자,감자 두백,20키로상자,하,25670.5608465608,24154.85941321114,2020
202010상순,감자,감자 두백,20키로상자,하,25920.5592592592,23093.278284222983,2020
202010중순,감자,감자 두백,20키로상자,하,25901.1574074074,20421.65892531811,2020
202010하순,감자,감자 두백,20키로상자,하,25829.5814814814,21171.71943160758,2020
202011상순,감자,감자 두백,20키로상자,하,27781.1712962962,21735.892432462464,2020
202011중순,감자,감자 두백,20키로상자,하,28977.2592592592,21605.275052138,2020
202011하순,감자,감자 두백,20키로상자,하,30899.287037037,21817.461653644667,2020
202012상순,감자,감자 두백,20키로상자,하,30608.2731481481,21325.788355030847,2020
202012중순,감자,감자 두백,20키로상자,하,31817.0416666666,20918.318577706614,2020
202012하순,감자,감자 두백,20키로상자,하,32817.6148148148,22355.573899865787,2020
202101상순,감자,감자 두백,20키로상자,하,32968.8095238095,30685.205750840345,2021
202101중순,감자,감자 두백,20키로상자,하,33322.3425925925,31669.80677669057,2021
202101하순,감자,감자 두백,20키로상자,하,33510.0185185185,29024.9694688774,2021
202102상순,감자,감자 두백,20키로상자,하,35970.4379629629,33582.89405467497,2021
