시점,품목명,품종명,등급,거래단위,평년 평균가격(원),평균가격(원),거래금액(도매),거래금액(산지)
201907하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201908상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201908중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201908하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201909상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201909중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201909하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201910상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201910중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201910하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201911상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201911중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201911하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201912상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201912중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
201912하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202001상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202001중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202001하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202002상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202002중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202002하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202003상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202003중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202003하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202004상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202004중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202004하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202005상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202005중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202005하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202006상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202006중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202006하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202007상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202007중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202007하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202008상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202008중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202008하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202009상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202009중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202009하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202010상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202010중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202010하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202011상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202011중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202011하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202012상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202012중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202012하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202101상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202101중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202101하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202102상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202102중순,감자,감자 두백,하,20키로상자,1.0,16600.600000000006,1.0,1.0
202102하순,감자,감자 두백,하,20키로상자,1.0,13729.833333333301,1.0,1.0
202103상순,감자,감자 두백,하,20키로상자,1.0,13771.777777777706,1.0,1.0
202103중순,감자,감자 두백,하,20키로상자,1.0,11866.222222222208,1.0,1.0
202103하순,감자,감자 두백,하,20키로상자,1.0,9695.777777777776,1.0,1.0
202104상순,감자,감자 두백,하,20키로상자,1.0,9733.88888888887,1.0,1.0
202104중순,감자,감자 두백,하,20키로상자,1.0,9655.25,1.0,1.0
202104하순,감자,감자 두백,하,20키로상자,1.0,8985.111111111108,1.0,1.0
202105상순,감자,감자 두백,하,20키로상자,1.0,5975.500000000001,1.0,1.0
202105중순,감자,감자 두백,하,20키로상자,1.0,4158.222222222218,1.0,1.0
202105하순,감자,감자 두백,하,20키로상자,1.0,4203.000000000004,1.0,1.0
202106상순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202106중순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202106하순,감자,감자 두백,하,20키로상자,1.0,1.0,1.0,1.0
202107상순,감자,감자 두백,하,20키로상자,1.0,8000.0,1.0,1.0
202107중순,감자,감자 두백,하,20키로상자,1.0,7809.499999999996,1.0,1.0
202107하순,감자,감자 두백,하,20키로상자,1.0,8930.199999999995,1.0,1.0
202108상순,감자,감자 두백,하,20키로상자,1.0,12742.7142857142,1.0,1.0
202108중순,감자,감자 두백,하,20키로상자,1.0,15367.000000000002,1.0,1.0
202108하순,감자,감자 두백,하,20키로상자,1.0,15677.666666666606,1.0,1.0
202109상순,감자,감자 두백,하,20키로상자,1.0,17101.777777777686,1.0,1.0
202109중순,감자,감자 두백,하,20키로상자,1.0,12186.714285714195,1.0,1.0
202109하순,감자,감자 두백,하,20키로상자,1.0,14422.83333333331,1.0,1.0
202110상순,감자,감자 두백,하,20키로상자,1.0,12738.375,1.0,1.0
202110중순,감자,감자 두백,하,20키로상자,1.0,14406.000000000002,1.0,1.0
202110하순,감자,감자 두백,하,20키로상자,1.0,13033.777777777688,1.0,1.0
202111상순,감자,감자 두백,하,20키로상자,1.0,11596.7777777777,1.0,1.0
202111중순,감자,감자 두백,하,20키로상자,1.0,13293.888888888807,1.0,1.0
202111하순,감자,감자 두백,하,20키로상자,1.0,16203.249999999996,1.0,1.0
202112상순,감자,감자 두백,하,20키로상자,1.0,16808.000000000007,1.0,1.0
202112중순,감자,감자 두백,하,20키로상자,1.0,15082.99999999999,1.0,1.0
202112하순,감자,감자 두백,하,20키로상자,1.0,18693.299999999996,1.0,1.0
201801상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201801중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201801하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201802상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201802중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201802하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201803상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201803중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201803하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201804상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201804중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201804하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201805상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201805중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201805하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201806상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201806중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201806하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201807상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201807중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201807하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201808상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201808중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201808하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201809상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201809중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201809하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201810상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201810중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201810하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201811상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201811중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201811하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201812상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201812중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201812하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201901상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201901중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201901하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201902상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201902중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201902하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201903상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201903중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201903하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201904상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201904중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201904하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201905상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201905중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201905하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201906상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201906중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201906하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201907상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201907중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201907하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201908상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201908중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201908하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201909상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201909중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201909하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201910상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201910중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201910하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201911상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201911중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201911하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201912상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201912중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
201912하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202001상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202001중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202001하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202002상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202002중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202002하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202003상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202003중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202003하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202004상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202004중순,감자,감자 수미(저장),하,20키로상자,1.0,3835.9999999999986,1.0,1.0
202004하순,감자,감자 수미(저장),하,20키로상자,1.0,5408.44444444444,1.0,1.0
202005상순,감자,감자 수미(저장),하,20키로상자,1.0,5832.8749999999945,1.0,1.0
202005중순,감자,감자 수미(저장),하,20키로상자,1.0,4446.111111111111,1.0,1.0
202005하순,감자,감자 수미(저장),하,20키로상자,1.0,4929.333333333331,1.0,1.0
202006상순,감자,감자 수미(저장),하,20키로상자,1.0,6543.8888888888805,1.0,1.0
202006중순,감자,감자 수미(저장),하,20키로상자,1.0,4027.0000000000005,1.0,1.0
202006하순,감자,감자 수미(저장),하,20키로상자,1.0,7969.999999999996,1.0,1.0
202007상순,감자,감자 수미(저장),하,20키로상자,1.0,11912.999999999989,1.0,1.0
202007중순,감자,감자 수미(저장),하,20키로상자,1.0,11912.999999999989,1.0,1.0
202007하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202008상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202008중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202008하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202009상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202009중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202009하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202010상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202010중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202010하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202011상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202011중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202011하순,감자,감자 수미(저장),하,20키로상자,1.0,6637.85714285714,1.0,1.0
202012상순,감자,감자 수미(저장),하,20키로상자,1.0,9057.222222222214,1.0,1.0
202012중순,감자,감자 수미(저장),하,20키로상자,1.0,12131.624999999996,1.0,1.0
202012하순,감자,감자 수미(저장),하,20키로상자,1.0,6731.8,1.0,1.0
202101상순,감자,감자 수미(저장),하,20키로상자,1.0,8127.666666666666,1.0,1.0
202101중순,감자,감자 수미(저장),하,20키로상자,1.0,11071.111111111093,1.0,1.0
202101하순,감자,감자 수미(저장),하,20키로상자,1.0,10530.000000000002,1.0,1.0
202102상순,감자,감자 수미(저장),하,20키로상자,1.0,10152.444444444396,1.0,1.0
202102중순,감자,감자 수미(저장),하,20키로상자,1.0,9330.28571428571,1.0,1.0
202102하순,감자,감자 수미(저장),하,20키로상자,1.0,9995.833333333327,1.0,1.0
202103상순,감자,감자 수미(저장),하,20키로상자,1.0,8943.555555555544,1.0,1.0
202103중순,감자,감자 수미(저장),하,20키로상자,1.0,9038.777777777763,1.0,1.0
202103하순,감자,감자 수미(저장),하,20키로상자,1.0,8146.333333333336,1.0,1.0
202104상순,감자,감자 수미(저장),하,20키로상자,1.0,6458.666666666659,1.0,1.0
202104중순,감자,감자 수미(저장),하,20키로상자,1.0,6675.499999999999,1.0,1.0
202104하순,감자,감자 수미(저장),하,20키로상자,1.0,8392.444444444436,1.0,1.0
202105상순,감자,감자 수미(저장),하,20키로상자,1.0,8401.249999999996,1.0,1.0
202105중순,감자,감자 수미(저장),하,20키로상자,1.0,5748.888888888879,1.0,1.0
202105하순,감자,감자 수미(저장),하,20키로상자,1.0,5465.000000000003,1.0,1.0
202106상순,감자,감자 수미(저장),하,20키로상자,1.0,8102.0,1.0,1.0
202106중순,감자,감자 수미(저장),하,20키로상자,1.0,8852.874999999993,1.0,1.0
202106하순,감자,감자 수미(저장),하,20키로상자,1.0,13462.000000000007,1.0,1.0
202107상순,감자,감자 수미(저장),하,20키로상자,1.0,13462.000000000007,1.0,1.0
202107중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202107하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202108상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202108중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202108하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202109상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202109중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202109하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202110상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202110중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202110하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202111상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202111중순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202111하순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202112상순,감자,감자 수미(저장),하,20키로상자,1.0,1.0,1.0,1.0
202112중순,감자,감자 수미(저장),하,20키로상자,1.0,19845.000000000015,1.0,1.0
202112하순,감자,감자 수미(저장),하,20키로상자,1.0,19845.000000000015,1.0,1.0
201801상순,감자,감자 대지,중,20키로상자,25727.349206349216,35185.285714285674,1.0,1.0
201801중순,감자,감자 대지,중,20키로상자,24494.712962962916,41269.00000000003,1.0,1.0
201801하순,감자,감자 대지,중,20키로상자,25250.93703703701,41849.99999999998,1.0,1.0
201802상순,감자,감자 대지,중,20키로상자,27195.42261904761,46848.55555555548,1.0,1.0
201802중순,감자,감자 대지,중,20키로상자,27329.089285714206,44229.66666666661,1.0,1.0
201802하순,감자,감자 대지,중,20키로상자,26401.33333333332,42651.14285714278,1.0,1.0
201803상순,감자,감자 대지,중,20키로상자,26477.111111111088,38434.88888888883,1.0,1.0
201803중순,감자,감자 대지,중,20키로상자,23960.42129629628,39639.37500000004,1.0,1.0
201803하순,감자,감자 대지,중,20키로상자,22222.24814814812,48047.399999999994,1.0,1.0
201804상순,감자,감자 대지,중,20키로상자,1.0,52796.374999999956,1.0,1.0
201804중순,감자,감자 대지,중,20키로상자,1.0,53123.99999999999,1.0,1.0
201804하순,감자,감자 대지,중,20키로상자,1.0,68141.62500000001,1.0,1.0
201805상순,감자,감자 대지,중,20키로상자,1.0,54777.111111111095,1.0,1.0
201805중순,감자,감자 대지,중,20키로상자,1.0,33229.00000000001,1.0,1.0
201805하순,감자,감자 대지,중,20키로상자,1.0,30445.700000000026,1.0,1.0
201806상순,감자,감자 대지,중,20키로상자,1.0,19744.25000000001,1.0,1.0
201806중순,감자,감자 대지,중,20키로상자,1.0,17668.000000000015,1.0,1.0
201806하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201807상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201807중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201807하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201808상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201808중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201808하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201809상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201809중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201809하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201810상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201810중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201810하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201811상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201811중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201811하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201812상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201812중순,감자,감자 대지,중,20키로상자,1.0,44066.71428571417,1.0,1.0
201812하순,감자,감자 대지,중,20키로상자,25144.63333333329,40200.666666666584,1.0,1.0
201901상순,감자,감자 대지,중,20키로상자,27008.666666666606,39126.142857142826,1.0,1.0
201901중순,감자,감자 대지,중,20키로상자,25455.555555555497,36634.250000000015,1.0,1.0
201901하순,감자,감자 대지,중,20키로상자,29150.55555555551,33525.89999999998,1.0,1.0
201902상순,감자,감자 대지,중,20키로상자,32257.17261904757,28494.599999999973,1.0,1.0
201902중순,감자,감자 대지,중,20키로상자,29993.90939153432,32151.11111111111,1.0,1.0
201902하순,감자,감자 대지,중,20키로상자,31095.214285714177,28429.5714285714,1.0,1.0
201903상순,감자,감자 대지,중,20키로상자,30248.23611111108,30426.49999999998,1.0,1.0
201903중순,감자,감자 대지,중,20키로상자,28669.10648148139,11595.0,1.0,1.0
201903하순,감자,감자 대지,중,20키로상자,25082.24814814811,19532.833333333314,1.0,1.0
201904상순,감자,감자 대지,중,20키로상자,1.0,19578.999999999996,1.0,1.0
201904중순,감자,감자 대지,중,20키로상자,1.0,19578.999999999996,1.0,1.0
201904하순,감자,감자 대지,중,20키로상자,1.0,19578.999999999996,1.0,1.0
201905상순,감자,감자 대지,중,20키로상자,1.0,23331.555555555493,1.0,1.0
201905중순,감자,감자 대지,중,20키로상자,1.0,30970.374999999985,1.0,1.0
201905하순,감자,감자 대지,중,20키로상자,1.0,23847.500000000007,1.0,1.0
201906상순,감자,감자 대지,중,20키로상자,1.0,19794.0,1.0,1.0
201906중순,감자,감자 대지,중,20키로상자,1.0,17584.333333333296,1.0,1.0
201906하순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201907상순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201907중순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201907하순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201908상순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201908중순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201908하순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201909상순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201909중순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201909하순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201910상순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201910중순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201910하순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201911상순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201911중순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201911하순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201912상순,감자,감자 대지,중,20키로상자,1.0,16953.0,1.0,1.0
201912중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
201912하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202001상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202001중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202001하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202002상순,감자,감자 대지,중,20키로상자,34121.65833333331,13720.0,1.0,1.0
202002중순,감자,감자 대지,중,20키로상자,30877.571428571424,13720.0,1.0,1.0
202002하순,감자,감자 대지,중,20키로상자,31746.547619047586,13720.0,1.0,1.0
202003상순,감자,감자 대지,중,20키로상자,31791.032407407416,12991.249999999996,1.0,1.0
202003중순,감자,감자 대지,중,20키로상자,27068.64351851852,12871.7777777777,1.0,1.0
202003하순,감자,감자 대지,중,20키로상자,25102.48888888879,16658.99999999999,1.0,1.0
202004상순,감자,감자 대지,중,20키로상자,1.0,16658.99999999999,1.0,1.0
202004중순,감자,감자 대지,중,20키로상자,1.0,16658.99999999999,1.0,1.0
202004하순,감자,감자 대지,중,20키로상자,1.0,17175.666666666602,1.0,1.0
202005상순,감자,감자 대지,중,20키로상자,1.0,18208.99999999999,1.0,1.0
202005중순,감자,감자 대지,중,20키로상자,1.0,26284.555555555515,1.0,1.0
202005하순,감자,감자 대지,중,20키로상자,27633.96296296288,28073.999999999978,1.0,1.0
202006상순,감자,감자 대지,중,20키로상자,22049.157407407383,28073.999999999978,1.0,1.0
202006중순,감자,감자 대지,중,20키로상자,1.0,28073.999999999978,1.0,1.0
202006하순,감자,감자 대지,중,20키로상자,1.0,28073.999999999978,1.0,1.0
202007상순,감자,감자 대지,중,20키로상자,1.0,28073.999999999978,1.0,1.0
202007중순,감자,감자 대지,중,20키로상자,1.0,28073.999999999978,1.0,1.0
202007하순,감자,감자 대지,중,20키로상자,1.0,28073.999999999978,1.0,1.0
202008상순,감자,감자 대지,중,20키로상자,1.0,28073.999999999978,1.0,1.0
202008중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202008하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202009상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202009중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202009하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202010상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202010중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202010하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202011상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202011중순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202011하순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202012상순,감자,감자 대지,중,20키로상자,1.0,1.0,1.0,1.0
202012중순,감자,감자 대지,중,20키로상자,1.0,27363.750000000022,1.0,1.0
202012하순,감자,감자 대지,중,20키로상자,1.0,29093.399999999976,1.0,1.0
