시점,품목명,품종명,등급,거래단위,평년 평균가격(원),평균가격(원),거래금액(도매),거래금액(산지)
201910상순,무,다발무,중,1000키로,0.0,0.0,767142.465953266,0.0
201910중순,무,다발무,중,1000키로,0.0,0.0,853722.120759385,0.0
201910하순,무,다발무,중,1000키로,0.0,1013100.0,757600.308642634,0.0
201911상순,무,다발무,중,1000키로,0.0,967132.425,749162.16705123,0.0
201911중순,무,다발무,중,1000키로,0.0,1136361.4888888882,772125.852501672,0.0
201911하순,무,다발무,중,1000키로,539841.452777776,1159119.377777776,782255.303362379,0.0
201912상순,무,다발무,중,1000키로,490719.52314814803,1265944.1500000001,819293.5386259049,0.0
201912중순,무,다발무,중,1000키로,509735.08888888796,1426194.7333333322,993579.955223153,0.0
201912하순,무,다발무,중,1000키로,0.0,965333.3333333321,822405.582317724,0.0
202001상순,무,다발무,중,1000키로,0.0,900000.0,625485.055743327,0.0
202001중순,무,다발무,중,1000키로,0.0,900000.0,489429.258041548,0.0
202001하순,무,다발무,중,1000키로,0.0,900000.0,438435.843905572,0.0
202002상순,무,다발무,중,1000키로,0.0,900000.0,432115.07553841197,0.0
202002중순,무,다발무,중,1000키로,0.0,900000.0,378917.89273849,0.0
202002하순,무,다발무,중,1000키로,0.0,900000.0,328490.328006728,0.0
202003상순,무,다발무,중,1000키로,0.0,900000.0,246485.230667109,0.0
202003중순,무,다발무,중,1000키로,0.0,900000.0,296119.273984442,0.0
202003하순,무,다발무,중,1000키로,0.0,900000.0,409212.275327977,0.0
202004상순,무,다발무,중,1000키로,0.0,900000.0,445930.61260159,0.0
202004중순,무,다발무,중,1000키로,0.0,900000.0,559765.208110992,0.0
202004하순,무,다발무,중,1000키로,0.0,900000.0,508969.43553053803,0.0
202005상순,무,다발무,중,1000키로,0.0,900000.0,378933.28242154897,0.0
202005중순,무,다발무,중,1000키로,0.0,0.0,406906.166219839,0.0
202005하순,무,다발무,중,1000키로,0.0,0.0,425804.315153985,0.0
202006상순,무,다발무,중,1000키로,0.0,0.0,383435.03946587205,0.0
202006중순,무,다발무,중,1000키로,0.0,0.0,385462.20740911004,0.0
202006하순,무,다발무,중,1000키로,0.0,0.0,448711.79388702096,0.0
202007상순,무,다발무,중,1000키로,0.0,0.0,379403.176411936,0.0
202007중순,무,다발무,중,1000키로,0.0,0.0,450280.784569056,0.0
202007하순,무,다발무,중,1000키로,0.0,0.0,443166.622350068,0.0
202008상순,무,다발무,중,1000키로,0.0,0.0,576797.8042086001,0.0
202008중순,무,다발무,중,1000키로,0.0,0.0,619694.175503304,0.0
202008하순,무,다발무,중,1000키로,0.0,0.0,732734.6972790529,0.0
202009상순,무,다발무,중,1000키로,0.0,0.0,1108757.45960894,0.0
202009중순,무,다발무,중,1000키로,0.0,0.0,1332904.31400563,0.0
202009하순,무,다발무,중,1000키로,0.0,0.0,1176285.66564638,0.0
202010상순,무,다발무,중,1000키로,0.0,0.0,811475.4311330359,0.0
202010중순,무,다발무,중,1000키로,0.0,0.0,638036.222675047,0.0
202010하순,무,다발무,중,1000키로,0.0,0.0,495287.04531900096,0.0
202011상순,무,다발무,중,1000키로,687780.54074074,873333.3,473148.406443012,0.0
202011중순,무,다발무,중,1000키로,780731.9583333321,1007037.0222222221,518634.070940995,0.0
202011하순,무,다발무,중,1000키로,698722.663888888,912500.0,502544.055664482,0.0
202012상순,무,다발무,중,1000키로,660973.604629628,800000.0,362700.92942709604,0.0
202012중순,무,다발무,중,1000키로,825992.997222222,800000.0,308110.469734767,0.0
202012하순,무,다발무,중,1000키로,605246.034920634,800000.0,337235.985717279,0.0
202101상순,무,다발무,중,1000키로,0.0,0.0,279137.475909061,0.0
202101중순,무,다발무,중,1000키로,0.0,0.0,313753.547367833,0.0
202101하순,무,다발무,중,1000키로,0.0,0.0,343746.077387174,0.0
202102상순,무,다발무,중,1000키로,0.0,0.0,329587.474730458,0.0
202102중순,무,다발무,중,1000키로,0.0,0.0,283375.529910504,0.0
202102하순,무,다발무,중,1000키로,0.0,0.0,332099.71385782596,0.0
202103상순,무,다발무,중,1000키로,0.0,0.0,257357.06624865902,0.0
202103중순,무,다발무,중,1000키로,0.0,0.0,220349.696074395,0.0
202103하순,무,다발무,중,1000키로,0.0,0.0,220449.66039033598,0.0
202104상순,무,다발무,중,1000키로,0.0,0.0,214841.270166327,0.0
202104중순,무,다발무,중,1000키로,0.0,0.0,423321.935453651,0.0
202104하순,무,다발무,중,1000키로,0.0,0.0,465576.09761043696,0.0
202105상순,무,다발무,중,1000키로,0.0,0.0,414856.15079365,0.0
202105중순,무,다발무,중,1000키로,0.0,0.0,425813.771195181,0.0
202105하순,무,다발무,중,1000키로,0.0,0.0,304150.265102827,0.0
202106상순,무,다발무,중,1000키로,0.0,0.0,468105.135818761,0.0
202106중순,무,다발무,중,1000키로,0.0,0.0,373588.376432951,0.0
202106하순,무,다발무,중,1000키로,0.0,0.0,400727.54035858205,0.0
202107상순,무,다발무,중,1000키로,0.0,0.0,594791.894187598,0.0
202107중순,무,다발무,중,1000키로,0.0,0.0,381101.36452241696,0.0
202107하순,무,다발무,중,1000키로,0.0,0.0,630679.245283018,0.0
202108상순,무,다발무,중,1000키로,0.0,0.0,535295.979740424,0.0
202108중순,무,다발무,중,1000키로,0.0,0.0,510489.27613941,0.0
202108하순,무,다발무,중,1000키로,0.0,0.0,539651.9285042329,0.0
202109상순,무,다발무,중,1000키로,0.0,0.0,668713.44124292,0.0
202109중순,무,다발무,중,1000키로,0.0,0.0,897978.841572763,0.0
202109하순,무,다발무,중,1000키로,0.0,0.0,630372.897004513,0.0
202110상순,무,다발무,중,1000키로,0.0,0.0,497263.484413229,0.0
202110중순,무,다발무,중,1000키로,0.0,0.0,409455.932674565,0.0
202110하순,무,다발무,중,1000키로,0.0,0.0,422736.35469990503,0.0
202111상순,무,다발무,중,1000키로,0.0,0.0,449452.16978328396,0.0
202111중순,무,다발무,중,1000키로,0.0,0.0,576483.7779894271,0.0
202111하순,무,다발무,중,1000키로,0.0,0.0,383930.403619719,0.0
202112상순,무,다발무,중,1000키로,0.0,0.0,333165.998261408,0.0
202112중순,무,다발무,중,1000키로,0.0,0.0,262716.89287131303,0.0
202112하순,무,다발무,중,1000키로,0.0,0.0,236736.422359616,0.0
201801상순,무,다발무,하,10키로,0.0,0.0,4428.3228288192695,0.0
201801중순,무,다발무,하,10키로,0.0,0.0,4187.23961925782,0.0
201801하순,무,다발무,하,10키로,0.0,0.0,3853.33485000151,0.0
201802상순,무,다발무,하,10키로,0.0,0.0,6505.676223573701,0.0
201802중순,무,다발무,하,10키로,0.0,0.0,5012.48414446892,0.0
201802하순,무,다발무,하,10키로,0.0,0.0,3738.752703677,0.0
201803상순,무,다발무,하,10키로,0.0,0.0,6387.29598588442,0.0
201803중순,무,다발무,하,10키로,0.0,0.0,3360.1651909145,0.0
201803하순,무,다발무,하,10키로,0.0,0.0,5154.83499173998,0.0
201804상순,무,다발무,하,10키로,0.0,0.0,4560.711909514301,0.0
201804중순,무,다발무,하,10키로,0.0,0.0,6710.6607827197695,0.0
201804하순,무,다발무,하,10키로,0.0,0.0,6638.32054560954,0.0
201805상순,무,다발무,하,10키로,0.0,0.0,8649.05591200733,0.0
201805중순,무,다발무,하,10키로,0.0,0.0,8210.451496113299,0.0
201805하순,무,다발무,하,10키로,0.0,0.0,5865.41451837302,0.0
201806상순,무,다발무,하,10키로,0.0,0.0,5384.7701872282305,0.0
201806중순,무,다발무,하,10키로,0.0,0.0,5264.2048070724695,0.0
201806하순,무,다발무,하,10키로,0.0,0.0,2929.8852493219197,0.0
201807상순,무,다발무,하,10키로,0.0,0.0,4488.98833306696,0.0
201807중순,무,다발무,하,10키로,0.0,0.0,4577.66199934874,0.0
201807하순,무,다발무,하,10키로,0.0,0.0,5404.84603735487,0.0
201808상순,무,다발무,하,10키로,0.0,0.0,5481.9054652880295,0.0
201808중순,무,다발무,하,10키로,0.0,0.0,10484.741784037502,0.0
201808하순,무,다발무,하,10키로,0.0,0.0,11208.8568229879,0.0
201809상순,무,다발무,하,10키로,0.0,0.0,9647.26947179946,0.0
201809중순,무,다발무,하,10키로,0.0,0.0,8272.710769090241,0.0
201809하순,무,다발무,하,10키로,0.0,0.0,5748.58241914802,0.0
201810상순,무,다발무,하,10키로,0.0,0.0,6393.272425940881,0.0
201810중순,무,다발무,하,10키로,0.0,0.0,5618.529740576831,0.0
201810하순,무,다발무,하,10키로,0.0,5111.14822222222,4728.35729123041,0.0
201811상순,무,다발무,하,10키로,0.0,5317.658,4707.7886958668305,0.0
201811중순,무,다발무,하,10키로,0.0,4657.67525,4777.69518037245,0.0
201811하순,무,다발무,하,10키로,4464.742351851839,3130.8695555555405,3629.49469849492,0.0
201812상순,무,다발무,하,10키로,3412.9995370370198,3047.7839999999997,3724.0221256311997,0.0
201812중순,무,다발무,하,10키로,3836.06947222222,4263.14822222222,3792.45476096545,0.0
201812하순,무,다발무,하,10키로,0.0,3156.0,3354.05008593516,0.0
201901상순,무,다발무,하,10키로,0.0,0.0,3607.86246245178,0.0
201901중순,무,다발무,하,10키로,0.0,0.0,3269.2967138028002,0.0
201901하순,무,다발무,하,10키로,0.0,0.0,3178.81715725115,0.0
201902상순,무,다발무,하,10키로,0.0,0.0,2861.68363546064,0.0
201902중순,무,다발무,하,10키로,0.0,0.0,2657.3944588288996,0.0
201902하순,무,다발무,하,10키로,0.0,0.0,2374.06642459775,0.0
201903상순,무,다발무,하,10키로,0.0,0.0,2746.87426279783,0.0
201903중순,무,다발무,하,10키로,0.0,0.0,2560.89446887294,0.0
201903하순,무,다발무,하,10키로,0.0,0.0,2198.5559566787,0.0
201904상순,무,다발무,하,10키로,0.0,0.0,1881.4704705277,0.0
201904중순,무,다발무,하,10키로,0.0,0.0,1876.70523225695,0.0
201904하순,무,다발무,하,10키로,0.0,0.0,3772.2723078015097,0.0
201905상순,무,다발무,하,10키로,0.0,0.0,5317.62385999507,0.0
201905중순,무,다발무,하,10키로,0.0,0.0,5457.379952436369,0.0
201905하순,무,다발무,하,10키로,0.0,0.0,4342.76503451651,0.0
201906상순,무,다발무,하,10키로,0.0,0.0,3152.9297349866197,0.0
201906중순,무,다발무,하,10키로,0.0,0.0,4201.816588319651,0.0
201906하순,무,다발무,하,10키로,0.0,0.0,3447.12738043495,0.0
201907상순,무,다발무,하,10키로,0.0,0.0,3457.55099035417,0.0
201907중순,무,다발무,하,10키로,0.0,0.0,4249.26675046661,0.0
201907하순,무,다발무,하,10키로,0.0,0.0,3841.08686702346,0.0
201908상순,무,다발무,하,10키로,0.0,0.0,3633.48192174343,0.0
201908중순,무,다발무,하,10키로,0.0,0.0,10387.0231256444,0.0
201908하순,무,다발무,하,10키로,0.0,0.0,5622.87283553243,0.0
201909상순,무,다발무,하,10키로,0.0,0.0,7688.9598205620305,0.0
201909중순,무,다발무,하,10키로,0.0,0.0,6122.30602474934,0.0
201909하순,무,다발무,하,10키로,0.0,0.0,6716.8458589926395,0.0
201910상순,무,다발무,하,10키로,0.0,0.0,7671.4246595326595,0.0
201910중순,무,다발무,하,10키로,0.0,0.0,8537.22120759385,0.0
201910하순,무,다발무,하,10키로,0.0,8021.25,7576.00308642634,0.0
201911상순,무,다발무,하,10키로,0.0,6524.452499999999,7491.6216705123,0.0
201911중순,무,다발무,하,10키로,0.0,7837.472888888879,7721.258525016719,0.0
201911하순,무,다발무,하,10키로,3937.9581296296196,8038.24088888888,7822.55303362379,0.0
201912상순,무,다발무,하,10키로,3405.6288703703603,8397.7855,8192.935386259049,0.0
201912중순,무,다발무,하,10키로,4155.93829629628,10502.104,9935.79955223153,0.0
201912하순,무,다발무,하,10키로,0.0,7406.666666666661,8224.05582317724,0.0
202001상순,무,다발무,하,10키로,0.0,8200.0,6254.85055743327,0.0
202001중순,무,다발무,하,10키로,0.0,8200.0,4894.29258041548,0.0
202001하순,무,다발무,하,10키로,0.0,8200.0,4384.358439055721,0.0
202002상순,무,다발무,하,10키로,0.0,8200.0,4321.15075538412,0.0
202002중순,무,다발무,하,10키로,0.0,8200.0,3789.1789273849004,0.0
202002하순,무,다발무,하,10키로,0.0,8200.0,3284.9032800672803,0.0
202003상순,무,다발무,하,10키로,0.0,8200.0,2464.85230667109,0.0
202003중순,무,다발무,하,10키로,0.0,8200.0,2961.1927398444195,0.0
202003하순,무,다발무,하,10키로,0.0,8200.0,4092.12275327977,0.0
202004상순,무,다발무,하,10키로,0.0,8200.0,4459.3061260159,0.0
202004중순,무,다발무,하,10키로,0.0,8200.0,5597.65208110992,0.0
202004하순,무,다발무,하,10키로,0.0,8200.0,5089.694355305381,0.0
202005상순,무,다발무,하,10키로,0.0,8200.0,3789.33282421549,0.0
202005중순,무,다발무,하,10키로,0.0,0.0,4069.06166219839,0.0
202005하순,무,다발무,하,10키로,0.0,0.0,4258.0431515398495,0.0
202006상순,무,다발무,하,10키로,0.0,0.0,3834.3503946587202,0.0
202006중순,무,다발무,하,10키로,0.0,0.0,3854.6220740911003,0.0
202006하순,무,다발무,하,10키로,0.0,0.0,4487.117938870209,0.0
202007상순,무,다발무,하,10키로,0.0,0.0,3794.0317641193597,0.0
202007중순,무,다발무,하,10키로,0.0,0.0,4502.80784569056,0.0
202007하순,무,다발무,하,10키로,0.0,0.0,4431.66622350068,0.0
202008상순,무,다발무,하,10키로,0.0,0.0,5767.978042086001,0.0
202008중순,무,다발무,하,10키로,0.0,0.0,6196.94175503304,0.0
202008하순,무,다발무,하,10키로,0.0,0.0,7327.346972790529,0.0
202009상순,무,다발무,하,10키로,0.0,0.0,11087.5745960894,0.0
202009중순,무,다발무,하,10키로,0.0,0.0,13329.043140056301,0.0
202009하순,무,다발무,하,10키로,0.0,0.0,11762.8566564638,0.0
202010상순,무,다발무,하,10키로,0.0,0.0,8114.75431133036,0.0
202010중순,무,다발무,하,10키로,0.0,0.0,6380.362226750471,0.0
202010하순,무,다발무,하,10키로,0.0,0.0,4952.870453190009,0.0
202011상순,무,다발무,하,10키로,5154.684666666661,5500.0,4731.48406443012,0.0
202011중순,무,다발무,하,10키로,5537.793629629621,2800.8,5186.34070940995,0.0
202011하순,무,다발무,하,10키로,4986.4673148148,2480.75,5025.44055664482,0.0
202012상순,무,다발무,하,10키로,4681.37033333332,1841.11111111111,3627.0092942709603,0.0
202012중순,무,다발무,하,10키로,6427.3062962962795,2445.0,3081.1046973476696,0.0
202012하순,무,다발무,하,10키로,4852.22222222222,2449.0,3372.35985717279,0.0
202101상순,무,다발무,하,10키로,0.0,2449.0,2791.3747590906096,0.0
202101중순,무,다발무,하,10키로,0.0,2449.0,3137.53547367833,0.0
202101하순,무,다발무,하,10키로,0.0,0.0,3437.46077387174,0.0
202102상순,무,다발무,하,10키로,0.0,0.0,3295.8747473045796,0.0
202102중순,무,다발무,하,10키로,0.0,0.0,2833.7552991050397,0.0
202102하순,무,다발무,하,10키로,0.0,0.0,3320.9971385782596,0.0
202103상순,무,다발무,하,10키로,0.0,0.0,2573.57066248659,0.0
202103중순,무,다발무,하,10키로,0.0,0.0,2203.4969607439502,0.0
202103하순,무,다발무,하,10키로,0.0,0.0,2204.4966039033598,0.0
202104상순,무,다발무,하,10키로,0.0,0.0,2148.41270166327,0.0
202104중순,무,다발무,하,10키로,0.0,0.0,4233.21935453651,0.0
202104하순,무,다발무,하,10키로,0.0,0.0,4655.76097610437,0.0
202105상순,무,다발무,하,10키로,0.0,0.0,4148.5615079365,0.0
202105중순,무,다발무,하,10키로,0.0,0.0,4258.13771195181,0.0
202105하순,무,다발무,하,10키로,0.0,0.0,3041.50265102827,0.0
202106상순,무,다발무,하,10키로,0.0,0.0,4681.05135818761,0.0
202106중순,무,다발무,하,10키로,0.0,0.0,3735.88376432951,0.0
202106하순,무,다발무,하,10키로,0.0,0.0,4007.27540358582,0.0
202107상순,무,다발무,하,10키로,0.0,0.0,5947.91894187598,0.0
202107중순,무,다발무,하,10키로,0.0,0.0,3811.01364522417,0.0
202107하순,무,다발무,하,10키로,0.0,0.0,6306.792452830179,0.0
202108상순,무,다발무,하,10키로,0.0,0.0,5352.959797404239,0.0
202108중순,무,다발무,하,10키로,0.0,0.0,5104.8927613941,0.0
202108하순,무,다발무,하,10키로,0.0,0.0,5396.51928504233,0.0
202109상순,무,다발무,하,10키로,0.0,0.0,6687.1344124292,0.0
202109중순,무,다발무,하,10키로,0.0,0.0,8979.788415727631,0.0
202109하순,무,다발무,하,10키로,0.0,0.0,6303.72897004513,0.0
202110상순,무,다발무,하,10키로,0.0,0.0,4972.63484413229,0.0
202110중순,무,다발무,하,10키로,0.0,0.0,4094.55932674565,0.0
202110하순,무,다발무,하,10키로,0.0,2746.0,4227.36354699905,0.0
202111상순,무,다발무,하,10키로,0.0,2450.88888888888,4494.52169783284,0.0
202111중순,무,다발무,하,10키로,0.0,3184.55555555555,5764.83777989427,0.0
202111하순,무,다발무,하,10키로,0.0,1450.75,3839.3040361971903,0.0
202112상순,무,다발무,하,10키로,0.0,1456.44444444444,3331.65998261408,0.0
202112중순,무,다발무,하,10키로,0.0,1060.0,2627.1689287131303,0.0
202112하순,무,다발무,하,10키로,0.0,0.0,2367.36422359616,0.0
201801상순,무,무,특,18키로상자(비닐포),10549.0714285714,10220.2857142857,6416.95154461344,0.0
201801중순,무,무,특,18키로상자(비닐포),8956.23148148148,10433.1111111111,5960.217690035029,0.0
201801하순,무,무,특,18키로상자(비닐포),11521.1074074074,11412.0,6177.7911181831205,0.0
201802상순,무,무,특,18키로상자(비닐포),12173.0277777777,25913.0,10579.703177472047,0.0
201802중순,무,무,특,18키로상자(비닐포),11322.8095238095,30007.0,8661.017111633028,0.0
201802하순,무,무,특,18키로상자(비닐포),10224.9126984126,25590.0,9588.31858407078,0.0
201803상순,무,무,특,18키로상자(비닐포),11234.1296296296,27864.2222222222,14450.723351380133,0.0
201803중순,무,무,특,18키로상자(비닐포),11185.6064814814,22211.75,9355.454399227914,0.0
201803하순,무,무,특,18키로상자(비닐포),11758.8333333333,21572.4,12858.594885290917,0.0
201804상순,무,무,특,18키로상자(비닐포),11555.1157407407,21917.625,8771.20326458586,0.0
201804중순,무,무,특,18키로상자(비닐포),11347.3888888888,23888.5555555555,12653.536503037896,0.0
201804하순,무,무,특,18키로상자(비닐포),12990.2129629629,26327.0,12782.768196251789,0.0
201805상순,무,무,특,18키로상자(비닐포),14197.9444444444,27965.0,16160.788842885144,0.0
201805중순,무,무,특,18키로상자(비닐포),0.0,0.0,14640.085294798517,0.0
201805하순,무,무,특,18키로상자(비닐포),0.0,0.0,8655.381133702129,0.0
201806상순,무,무,특,18키로상자(비닐포),0.0,0.0,9827.899792762808,0.0
201806중순,무,무,특,18키로상자(비닐포),0.0,0.0,7957.282828006548,0.0
201806하순,무,무,특,18키로상자(비닐포),0.0,0.0,8059.696827812244,0.0
201807상순,무,무,특,18키로상자(비닐포),0.0,0.0,7076.875861298357,0.0
201807중순,무,무,특,18키로상자(비닐포),0.0,0.0,9617.753902546909,0.0
201807하순,무,무,특,18키로상자(비닐포),0.0,0.0,13784.013986013973,0.0
201808상순,무,무,특,18키로상자(비닐포),0.0,0.0,16382.222295124986,0.0
201808중순,무,무,특,18키로상자(비닐포),0.0,0.0,13226.260479660683,0.0
201808하순,무,무,특,18키로상자(비닐포),0.0,0.0,17089.665189280055,0.0
201809상순,무,무,특,18키로상자(비닐포),0.0,0.0,16838.252008850573,0.0
201809중순,무,무,특,18키로상자(비닐포),0.0,0.0,15508.589472652968,0.0
201809하순,무,무,특,18키로상자(비닐포),0.0,0.0,15915.463058973366,0.0
201810상순,무,무,특,18키로상자(비닐포),0.0,0.0,11259.71489598811,0.0
201810중순,무,무,특,18키로상자(비닐포),0.0,0.0,9704.186754068593,0.0
201810하순,무,무,특,18키로상자(비닐포),0.0,0.0,6515.724546293436,0.0
201811상순,무,무,특,18키로상자(비닐포),0.0,0.0,5727.5432446491905,0.0
201811중순,무,무,특,18키로상자(비닐포),0.0,0.0,4412.729277106632,0.0
201811하순,무,무,특,18키로상자(비닐포),0.0,0.0,4458.164513936094,0.0
201812상순,무,무,특,18키로상자(비닐포),0.0,0.0,5055.605935971535,0.0
201812중순,무,무,특,18키로상자(비닐포),0.0,0.0,5327.963950084722,0.0
201812하순,무,무,특,18키로상자(비닐포),0.0,0.0,4644.370925103853,0.0
201901상순,무,무,특,18키로상자(비닐포),0.0,0.0,5483.205250596648,0.0
201901중순,무,무,특,18키로상자(비닐포),0.0,0.0,4301.235367921782,0.0
201901하순,무,무,특,18키로상자(비닐포),0.0,0.0,4919.573427469848,0.0
201902상순,무,무,특,18키로상자(비닐포),0.0,0.0,4737.795851802276,0.0
201902중순,무,무,특,18키로상자(비닐포),0.0,0.0,5102.000499500496,0.0
201902하순,무,무,특,18키로상자(비닐포),0.0,0.0,5255.60458862817,0.0
201903상순,무,무,특,18키로상자(비닐포),0.0,0.0,5792.384258675874,0.0
201903중순,무,무,특,18키로상자(비닐포),0.0,0.0,5136.369076440972,0.0
201903하순,무,무,특,18키로상자(비닐포),0.0,0.0,4408.237406407572,0.0
201904상순,무,무,특,18키로상자(비닐포),0.0,0.0,5277.952650883626,0.0
201904중순,무,무,특,18키로상자(비닐포),0.0,0.0,4882.105202688468,0.0
201904하순,무,무,특,18키로상자(비닐포),0.0,0.0,5860.03761826524,0.0
201905상순,무,무,특,18키로상자(비닐포),0.0,0.0,7685.036363053854,0.0
201905중순,무,무,특,18키로상자(비닐포),0.0,0.0,6730.023464532864,0.0
201905하순,무,무,특,18키로상자(비닐포),0.0,0.0,5705.01603892593,0.0
201906상순,무,무,특,18키로상자(비닐포),0.0,0.0,5750.529331036284,0.0
201906중순,무,무,특,18키로상자(비닐포),0.0,0.0,6337.762204620743,0.0
201906하순,무,무,특,18키로상자(비닐포),0.0,0.0,6689.610365061221,0.0
201907상순,무,무,특,18키로상자(비닐포),0.0,0.0,5948.037616801355,0.0
201907중순,무,무,특,18키로상자(비닐포),0.0,0.0,6623.318915358426,0.0
201907하순,무,무,특,18키로상자(비닐포),0.0,0.0,4298.484467944476,0.0
201908상순,무,무,특,18키로상자(비닐포),0.0,0.0,5024.131379200477,0.0
201908중순,무,무,특,18키로상자(비닐포),0.0,0.0,5299.914923709912,0.0
201908하순,무,무,특,18키로상자(비닐포),0.0,0.0,6392.437852698595,0.0
201909상순,무,무,특,18키로상자(비닐포),0.0,0.0,8423.046332711801,0.0
201909중순,무,무,특,18키로상자(비닐포),0.0,0.0,7524.410400536021,0.0
201909하순,무,무,특,18키로상자(비닐포),0.0,0.0,9170.445023229619,0.0
201910상순,무,무,특,18키로상자(비닐포),0.0,0.0,14072.659298976114,0.0
201910중순,무,무,특,18키로상자(비닐포),0.0,0.0,14086.812999982716,0.0
201910하순,무,무,특,18키로상자(비닐포),0.0,0.0,15782.76374587531,0.0
201911상순,무,무,특,18키로상자(비닐포),0.0,0.0,13792.439017204795,0.0
201911중순,무,무,특,18키로상자(비닐포),0.0,0.0,14446.927403538228,0.0
201911하순,무,무,특,18키로상자(비닐포),0.0,0.0,13465.548307086336,0.0
201912상순,무,무,특,18키로상자(비닐포),0.0,0.0,15116.495330689506,0.0
201912중순,무,무,특,18키로상자(비닐포),0.0,0.0,18772.13983548762,0.0
201912하순,무,무,특,18키로상자(비닐포),0.0,0.0,16995.04541551809,0.0
202001상순,무,무,특,18키로상자(비닐포),0.0,0.0,18697.221019484277,0.0
202001중순,무,무,특,18키로상자(비닐포),0.0,0.0,14150.908956358513,0.0
202001하순,무,무,특,18키로상자(비닐포),0.0,0.0,9802.76193968283,0.0
202002상순,무,무,특,18키로상자(비닐포),0.0,0.0,7147.858595111478,0.0
202002중순,무,무,특,18키로상자(비닐포),0.0,0.0,8259.366181410971,0.0
202002하순,무,무,특,18키로상자(비닐포),0.0,0.0,6600.735661081806,0.0
202003상순,무,무,특,18키로상자(비닐포),0.0,0.0,6966.584404772904,0.0
202003중순,무,무,특,18키로상자(비닐포),0.0,0.0,5961.706229333699,0.0
202003하순,무,무,특,18키로상자(비닐포),0.0,0.0,7085.778424029954,0.0
202004상순,무,무,특,18키로상자(비닐포),0.0,0.0,6618.377996803404,0.0
202004중순,무,무,특,18키로상자(비닐포),0.0,0.0,6521.922330097086,0.0
202004하순,무,무,특,18키로상자(비닐포),0.0,0.0,7665.190257043422,0.0
202005상순,무,무,특,18키로상자(비닐포),0.0,0.0,6984.783519553062,0.0
202005중순,무,무,특,18키로상자(비닐포),0.0,0.0,5892.742346041045,0.0
202005하순,무,무,특,18키로상자(비닐포),0.0,0.0,6371.670559006206,0.0
202006상순,무,무,특,18키로상자(비닐포),0.0,0.0,7066.956014467381,0.0
202006중순,무,무,특,18키로상자(비닐포),0.0,0.0,7908.100289549874,0.0
202006하순,무,무,특,18키로상자(비닐포),0.0,0.0,8634.51496841526,0.0
202007상순,무,무,특,18키로상자(비닐포),0.0,0.0,8407.84246882569,0.0
202007중순,무,무,특,18키로상자(비닐포),0.0,0.0,8322.106407322644,0.0
202007하순,무,무,특,18키로상자(비닐포),0.0,0.0,9135.221009549796,0.0
202008상순,무,무,특,18키로상자(비닐포),0.0,0.0,10780.538461538454,0.0
202008중순,무,무,특,18키로상자(비닐포),0.0,0.0,10853.667984189708,0.0
202008하순,무,무,특,18키로상자(비닐포),0.0,0.0,17517.666666666653,0.0
202009상순,무,무,특,18키로상자(비닐포),0.0,0.0,20582.199426111838,0.0
202009중순,무,무,특,18키로상자(비닐포),0.0,0.0,17328.050847457616,0.0
202009하순,무,무,특,18키로상자(비닐포),0.0,0.0,20008.263944223,0.0
202010상순,무,무,특,18키로상자(비닐포),0.0,0.0,20374.55568053982,0.0
202010중순,무,무,특,18키로상자(비닐포),0.0,0.0,12697.43644067796,0.0
202010하순,무,무,특,18키로상자(비닐포),0.0,0.0,9284.929114937922,0.0
202011상순,무,무,특,18키로상자(비닐포),0.0,0.0,8255.16101694915,0.0
202011중순,무,무,특,18키로상자(비닐포),0.0,0.0,7976.423076923071,0.0
202011하순,무,무,특,18키로상자(비닐포),0.0,0.0,1947.4666666666562,0.0
202012상순,무,무,특,18키로상자(비닐포),0.0,0.0,4466.775330396468,0.0
202012중순,무,무,특,18키로상자(비닐포),0.0,0.0,6444.1048034934365,0.0
202012하순,무,무,특,18키로상자(비닐포),0.0,0.0,6661.803797468352,0.0
202101상순,무,무,특,18키로상자(비닐포),0.0,0.0,0.0,0.0
202101중순,무,무,특,18키로상자(비닐포),0.0,0.0,10779.252336448595,0.0
202101하순,무,무,특,18키로상자(비닐포),0.0,0.0,8876.378420641116,0.0
202102상순,무,무,특,18키로상자(비닐포),0.0,0.0,6017.647058823528,0.0
202102중순,무,무,특,18키로상자(비닐포),0.0,0.0,4500.0,0.0
202102하순,무,무,특,18키로상자(비닐포),0.0,0.0,5595.84507042252,0.0
202103상순,무,무,특,18키로상자(비닐포),0.0,0.0,4822.5107913669,0.0
202103중순,무,무,특,18키로상자(비닐포),0.0,0.0,5535.903010033439,0.0
202103하순,무,무,특,18키로상자(비닐포),0.0,0.0,5531.681205392544,0.0
202104상순,무,무,특,18키로상자(비닐포),0.0,0.0,6956.049689440992,0.0
202104중순,무,무,특,18키로상자(비닐포),0.0,0.0,6257.6939597315395,0.0
202104하순,무,무,특,18키로상자(비닐포),0.0,0.0,8045.708502024288,0.0
202105상순,무,무,특,18키로상자(비닐포),0.0,0.0,7145.653333333319,0.0
202105중순,무,무,특,18키로상자(비닐포),0.0,0.0,7877.064220183475,0.0
202105하순,무,무,특,18키로상자(비닐포),0.0,0.0,7704.744274809144,0.0
202106상순,무,무,특,18키로상자(비닐포),0.0,0.0,8820.328767123276,0.0
202106중순,무,무,특,18키로상자(비닐포),0.0,0.0,7997.282608695642,0.0
